The path of the results is all_sites\CNN_HPO_IBRH10
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 1.1273E-03 9.2903E-04	Time: 3.00s
Epoch [243/500]	 Average training and validation loss: 3.9424E-04 5.7174E-04	Time: 0.12s
Epoch [244/500]	 Average training and validation loss: 3.9370E-04 5.7183E-04	Time: 0.12s
Epoch [245/500]	 Average training and validation loss: 3.9317E-04 5.7195E-04	Time: 0.12s
Epoch [246/500]	 Average training and validation loss: 3.9262E-04 5.7210E-04	Time: 0.12s
Epoch [247/500]	 Average training and validation loss: 3.9209E-04 5.7223E-04	Time: 0.12s
Epoch [248/500]	 Average training and validation loss: 3.9156E-04 5.7233E-04	Time: 0.12s
Epoch [249/500]	 Average training and validation loss: 3.9102E-04 5.7246E-04	Time: 0.12s
Epoch [250/500]	 Average training and validation loss: 3.9049E-04 5.7259E-04	Time: 0.12s
Epoch [251/500]	 Average training and validation loss: 3.8993E-04 5.7270E-04	Time: 0.12s
Epoch [252/500]	 Average training and validation loss: 3.8942E-04 5.7280E-04	Time: 0.12s
Epoch [253/500]	 Average training and validation loss: 3.8886E-04 5.7294E-04	Time: 0.12s
Epoch [254/500]	 Average training and validation loss: 3.8835E-04 5.7304E-04	Time: 0.12s
Epoch [255/500]	 Average training and validation loss: 3.8780E-04 5.7317E-04	Time: 0.12s
Epoch [256/500]	 Average training and validation loss: 3.8728E-04 5.7325E-04	Time: 0.12s
Epoch [257/500]	 Average training and validation loss: 3.8675E-04 5.7340E-04	Time: 0.12s
Epoch [258/500]	 Average training and validation loss: 3.8621E-04 5.7354E-04	Time: 0.12s
Epoch [259/500]	 Average training and validation loss: 3.8570E-04 5.7362E-04	Time: 0.12s
Epoch [260/500]	 Average training and validation loss: 3.8516E-04 5.7376E-04	Time: 0.12s
Epoch [261/500]	 Average training and validation loss: 3.8464E-04 5.7386E-04	Time: 0.13s
Epoch [262/500]	 Average training and validation loss: 3.8411E-04 5.7397E-04	Time: 0.12s
Epoch [263/500]	 Average training and validation loss: 3.8359E-04 5.7409E-04	Time: 0.12s
Epoch [264/500]	 Average training and validation loss: 3.8305E-04 5.7422E-04	Time: 0.12s
Epoch [265/500]	 Average training and validation loss: 3.8254E-04 5.7433E-04	Time: 0.12s
Epoch [266/500]	 Average training and validation loss: 3.8202E-04 5.7446E-04	Time: 0.12s
Epoch [267/500]	 Average training and validation loss: 3.8150E-04 5.7459E-04	Time: 0.12s
Epoch [268/500]	 Average training and validation loss: 3.8098E-04 5.7472E-04	Time: 0.12s
Epoch [269/500]	 Average training and validation loss: 3.8046E-04 5.7485E-04	Time: 0.12s
Epoch [270/500]	 Average training and validation loss: 3.7994E-04 5.7498E-04	Time: 0.12s
Epoch [271/500]	 Average training and validation loss: 3.7942E-04 5.7510E-04	Time: 0.12s
Epoch [272/500]	 Average training and validation loss: 3.7892E-04 5.7522E-04	Time: 0.12s
Epoch [273/500]	 Average training and validation loss: 3.7840E-04 5.7535E-04	Time: 0.12s
Epoch [274/500]	 Average training and validation loss: 3.7788E-04 5.7547E-04	Time: 0.12s
Epoch [275/500]	 Average training and validation loss: 3.7738E-04 5.7560E-04	Time: 0.12s
Epoch [276/500]	 Average training and validation loss: 3.7686E-04 5.7574E-04	Time: 0.12s
Epoch [277/500]	 Average training and validation loss: 3.7636E-04 5.7586E-04	Time: 0.12s
Epoch [278/500]	 Average training and validation loss: 3.7584E-04 5.7598E-04	Time: 0.12s
Epoch [279/500]	 Average training and validation loss: 3.7533E-04 5.7613E-04	Time: 0.12s
Epoch [280/500]	 Average training and validation loss: 3.7483E-04 5.7625E-04	Time: 0.12s
Epoch [281/500]	 Average training and validation loss: 3.7431E-04 5.7639E-04	Time: 0.12s
Epoch [282/500]	 Average training and validation loss: 3.7382E-04 5.7652E-04	Time: 0.12s
Epoch [283/500]	 Average training and validation loss: 3.7330E-04 5.7666E-04	Time: 0.12s
Epoch [284/500]	 Average training and validation loss: 3.7281E-04 5.7679E-04	Time: 0.12s
Epoch [285/500]	 Average training and validation loss: 3.7229E-04 5.7693E-04	Time: 0.12s
Epoch [286/500]	 Average training and validation loss: 3.7180E-04 5.7706E-04	Time: 0.12s
Epoch [287/500]	 Average training and validation loss: 3.7129E-04 5.7714E-04	Time: 0.12s
Epoch [288/500]	 Average training and validation loss: 3.7079E-04 5.7731E-04	Time: 0.12s
Epoch [289/500]	 Average training and validation loss: 3.7029E-04 5.7743E-04	Time: 0.12s
Epoch [290/500]	 Average training and validation loss: 3.6978E-04 5.7754E-04	Time: 0.12s
Epoch [291/500]	 Average training and validation loss: 3.6929E-04 5.7765E-04	Time: 0.12s
Epoch [292/500]	 Average training and validation loss: 3.6878E-04 5.7779E-04	Time: 0.12s
Epoch [293/500]	 Average training and validation loss: 3.6829E-04 5.7795E-04	Time: 0.12s
Epoch [294/500]	 Average training and validation loss: 3.6778E-04 5.7806E-04	Time: 0.12s
Epoch [295/500]	 Average training and validation loss: 3.6729E-04 5.7818E-04	Time: 0.12s
Epoch [296/500]	 Average training and validation loss: 3.6679E-04 5.7827E-04	Time: 0.12s
Epoch [297/500]	 Average training and validation loss: 3.6629E-04 5.7842E-04	Time: 0.12s
Epoch [298/500]	 Average training and validation loss: 3.6579E-04 5.7852E-04	Time: 0.12s
Epoch [299/500]	 Average training and validation loss: 3.6530E-04 5.7868E-04	Time: 0.12s
Epoch [300/500]	 Average training and validation loss: 3.6480E-04 5.7876E-04	Time: 0.12s
Epoch [301/500]	 Average training and validation loss: 3.6432E-04 5.7893E-04	Time: 0.12s
Epoch [302/500]	 Average training and validation loss: 3.6382E-04 5.7904E-04	Time: 0.12s
Epoch [303/500]	 Average training and validation loss: 3.6333E-04 5.7920E-04	Time: 0.12s
Epoch [304/500]	 Average training and validation loss: 3.6284E-04 5.7927E-04	Time: 0.12s
Epoch [305/500]	 Average training and validation loss: 3.6235E-04 5.7945E-04	Time: 0.12s
Epoch [306/500]	 Average training and validation loss: 3.6186E-04 5.7958E-04	Time: 0.12s
Epoch [307/500]	 Average training and validation loss: 3.6138E-04 5.7969E-04	Time: 0.12s
Epoch [308/500]	 Average training and validation loss: 3.6089E-04 5.7982E-04	Time: 0.12s
Epoch [309/500]	 Average training and validation loss: 3.6040E-04 5.7994E-04	Time: 0.12s
Epoch [310/500]	 Average training and validation loss: 3.5991E-04 5.8012E-04	Time: 0.12s
Epoch [311/500]	 Average training and validation loss: 3.5943E-04 5.8023E-04	Time: 0.12s
Epoch [312/500]	 Average training and validation loss: 3.5896E-04 5.8036E-04	Time: 0.12s
Epoch [313/500]	 Average training and validation loss: 3.5847E-04 5.8048E-04	Time: 0.12s
Epoch [314/500]	 Average training and validation loss: 3.5798E-04 5.8064E-04	Time: 0.12s
Epoch [315/500]	 Average training and validation loss: 3.5752E-04 5.8078E-04	Time: 0.12s
Epoch [316/500]	 Average training and validation loss: 3.5702E-04 5.8089E-04	Time: 0.12s
Epoch [317/500]	 Average training and validation loss: 3.5656E-04 5.8104E-04	Time: 0.12s
Epoch [318/500]	 Average training and validation loss: 3.5608E-04 5.8118E-04	Time: 0.12s
Epoch [319/500]	 Average training and validation loss: 3.5560E-04 5.8128E-04	Time: 0.12s
Epoch [320/500]	 Average training and validation loss: 3.5512E-04 5.8138E-04	Time: 0.12s
Epoch [321/500]	 Average training and validation loss: 3.5466E-04 5.8153E-04	Time: 0.12s
Epoch [322/500]	 Average training and validation loss: 3.5418E-04 5.8169E-04	Time: 0.12s
Epoch [323/500]	 Average training and validation loss: 3.5372E-04 5.8175E-04	Time: 0.12s
Epoch [324/500]	 Average training and validation loss: 3.5324E-04 5.8190E-04	Time: 0.12s
Epoch [325/500]	 Average training and validation loss: 3.5277E-04 5.8205E-04	Time: 0.12s
Epoch [326/500]	 Average training and validation loss: 3.5231E-04 5.8215E-04	Time: 0.12s
Epoch [327/500]	 Average training and validation loss: 3.5182E-04 5.8229E-04	Time: 0.12s
Epoch [328/500]	 Average training and validation loss: 3.5137E-04 5.8239E-04	Time: 0.12s
Epoch [329/500]	 Average training and validation loss: 3.5089E-04 5.8252E-04	Time: 0.12s
Epoch [330/500]	 Average training and validation loss: 3.5043E-04 5.8268E-04	Time: 0.12s
Epoch [331/500]	 Average training and validation loss: 3.4996E-04 5.8279E-04	Time: 0.12s
Epoch [332/500]	 Average training and validation loss: 3.4948E-04 5.8288E-04	Time: 0.12s
Epoch [333/500]	 Average training and validation loss: 3.4903E-04 5.8302E-04	Time: 0.12s
Epoch [334/500]	 Average training and validation loss: 3.4855E-04 5.8310E-04	Time: 0.12s
Epoch [335/500]	 Average training and validation loss: 3.4809E-04 5.8322E-04	Time: 0.12s
Epoch [336/500]	 Average training and validation loss: 3.4763E-04 5.8340E-04	Time: 0.12s
Epoch [337/500]	 Average training and validation loss: 3.4717E-04 5.8348E-04	Time: 0.12s
Epoch [338/500]	 Average training and validation loss: 3.4669E-04 5.8363E-04	Time: 0.12s
Epoch [339/500]	 Average training and validation loss: 3.4625E-04 5.8374E-04	Time: 0.12s
Epoch [340/500]	 Average training and validation loss: 3.4577E-04 5.8386E-04	Time: 0.12s
Epoch [341/500]	 Average training and validation loss: 3.4533E-04 5.8398E-04	Time: 0.12s
Epoch [342/500]	 Average training and validation loss: 3.4486E-04 5.8411E-04	Time: 0.12s
Epoch [343/500]	 Average training and validation loss: 3.4440E-04 5.8424E-04	Time: 0.12s
Epoch [344/500]	 Average training and validation loss: 3.4394E-04 5.8433E-04	Time: 0.12s
Epoch [345/500]	 Average training and validation loss: 3.4349E-04 5.8445E-04	Time: 0.12s
Epoch [346/500]	 Average training and validation loss: 3.4302E-04 5.8458E-04	Time: 0.12s
Epoch [347/500]	 Average training and validation loss: 3.4257E-04 5.8469E-04	Time: 0.12s
Epoch [348/500]	 Average training and validation loss: 3.4211E-04 5.8482E-04	Time: 0.12s
Epoch [349/500]	 Average training and validation loss: 3.4166E-04 5.8496E-04	Time: 0.12s
Epoch [350/500]	 Average training and validation loss: 3.4120E-04 5.8509E-04	Time: 0.12s
Epoch [351/500]	 Average training and validation loss: 3.4075E-04 5.8522E-04	Time: 0.12s
Epoch [352/500]	 Average training and validation loss: 3.4029E-04 5.8528E-04	Time: 0.12s
Epoch [353/500]	 Average training and validation loss: 3.3984E-04 5.8546E-04	Time: 0.12s
Epoch [354/500]	 Average training and validation loss: 3.3938E-04 5.8557E-04	Time: 0.12s
Epoch [355/500]	 Average training and validation loss: 3.3895E-04 5.8569E-04	Time: 0.12s
Epoch [356/500]	 Average training and validation loss: 3.3849E-04 5.8582E-04	Time: 0.12s
Epoch [357/500]	 Average training and validation loss: 3.3805E-04 5.8598E-04	Time: 0.12s
Epoch [358/500]	 Average training and validation loss: 3.3759E-04 5.8608E-04	Time: 0.12s
Epoch [359/500]	 Average training and validation loss: 3.3716E-04 5.8620E-04	Time: 0.12s
Epoch [360/500]	 Average training and validation loss: 3.3669E-04 5.8633E-04	Time: 0.12s
Epoch [361/500]	 Average training and validation loss: 3.3627E-04 5.8649E-04	Time: 0.12s
Epoch [362/500]	 Average training and validation loss: 3.3580E-04 5.8660E-04	Time: 0.12s
Epoch [363/500]	 Average training and validation loss: 3.3537E-04 5.8674E-04	Time: 0.12s
Epoch [364/500]	 Average training and validation loss: 3.3492E-04 5.8689E-04	Time: 0.12s
Epoch [365/500]	 Average training and validation loss: 3.3449E-04 5.8703E-04	Time: 0.12s
Epoch [366/500]	 Average training and validation loss: 3.3403E-04 5.8717E-04	Time: 0.12s
Epoch [367/500]	 Average training and validation loss: 3.3360E-04 5.8732E-04	Time: 0.12s
Epoch [368/500]	 Average training and validation loss: 3.3315E-04 5.8743E-04	Time: 0.12s
Epoch [369/500]	 Average training and validation loss: 3.3272E-04 5.8754E-04	Time: 0.12s
Epoch [370/500]	 Average training and validation loss: 3.3226E-04 5.8769E-04	Time: 0.12s
Epoch [371/500]	 Average training and validation loss: 3.3183E-04 5.8786E-04	Time: 0.12s
Epoch [372/500]	 Average training and validation loss: 3.3140E-04 5.8795E-04	Time: 0.12s
Epoch [373/500]	 Average training and validation loss: 3.3094E-04 5.8813E-04	Time: 0.12s
Epoch [374/500]	 Average training and validation loss: 3.3052E-04 5.8826E-04	Time: 0.12s
Epoch [375/500]	 Average training and validation loss: 3.3008E-04 5.8840E-04	Time: 0.12s
Epoch [376/500]	 Average training and validation loss: 3.2965E-04 5.8849E-04	Time: 0.12s
Epoch [377/500]	 Average training and validation loss: 3.2921E-04 5.8868E-04	Time: 0.12s
Epoch [378/500]	 Average training and validation loss: 3.2879E-04 5.8887E-04	Time: 0.12s
Epoch [379/500]	 Average training and validation loss: 3.2836E-04 5.8898E-04	Time: 0.12s
Epoch [380/500]	 Average training and validation loss: 3.2792E-04 5.8914E-04	Time: 0.12s
Epoch [381/500]	 Average training and validation loss: 3.2749E-04 5.8927E-04	Time: 0.12s
Epoch [382/500]	 Average training and validation loss: 3.2706E-04 5.8943E-04	Time: 0.12s
Epoch [383/500]	 Average training and validation loss: 3.2665E-04 5.8957E-04	Time: 0.12s
Epoch [384/500]	 Average training and validation loss: 3.2621E-04 5.8973E-04	Time: 0.12s
Epoch [385/500]	 Average training and validation loss: 3.2579E-04 5.8990E-04	Time: 0.12s
Epoch [386/500]	 Average training and validation loss: 3.2537E-04 5.8998E-04	Time: 0.12s
Epoch [387/500]	 Average training and validation loss: 3.2493E-04 5.9020E-04	Time: 0.12s
Epoch [388/500]	 Average training and validation loss: 3.2452E-04 5.9030E-04	Time: 0.12s
Epoch [389/500]	 Average training and validation loss: 3.2409E-04 5.9047E-04	Time: 0.12s
Epoch [390/500]	 Average training and validation loss: 3.2368E-04 5.9057E-04	Time: 0.12s
Epoch [391/500]	 Average training and validation loss: 3.2326E-04 5.9076E-04	Time: 0.12s
Epoch [392/500]	 Average training and validation loss: 3.2283E-04 5.9090E-04	Time: 0.13s
Epoch [393/500]	 Average training and validation loss: 3.2242E-04 5.9104E-04	Time: 0.12s
Epoch [394/500]	 Average training and validation loss: 3.2199E-04 5.9117E-04	Time: 0.12s
Epoch [395/500]	 Average training and validation loss: 3.2158E-04 5.9133E-04	Time: 0.12s
Epoch [396/500]	 Average training and validation loss: 3.2116E-04 5.9145E-04	Time: 0.12s
Epoch [397/500]	 Average training and validation loss: 3.2075E-04 5.9159E-04	Time: 0.12s
Epoch [398/500]	 Average training and validation loss: 3.2032E-04 5.9173E-04	Time: 0.12s
Epoch [399/500]	 Average training and validation loss: 3.1992E-04 5.9186E-04	Time: 0.12s
Epoch [400/500]	 Average training and validation loss: 3.1949E-04 5.9206E-04	Time: 0.12s
Epoch [401/500]	 Average training and validation loss: 3.1910E-04 5.9219E-04	Time: 0.12s
Epoch [402/500]	 Average training and validation loss: 3.1866E-04 5.9233E-04	Time: 0.12s
Epoch [403/500]	 Average training and validation loss: 3.1825E-04 5.9252E-04	Time: 0.12s
Epoch [404/500]	 Average training and validation loss: 3.1784E-04 5.9263E-04	Time: 0.12s
Epoch [405/500]	 Average training and validation loss: 3.1743E-04 5.9280E-04	Time: 0.12s
Epoch [406/500]	 Average training and validation loss: 3.1701E-04 5.9296E-04	Time: 0.12s
Epoch [407/500]	 Average training and validation loss: 3.1661E-04 5.9309E-04	Time: 0.12s
Epoch [408/500]	 Average training and validation loss: 3.1619E-04 5.9324E-04	Time: 0.12s
Epoch [409/500]	 Average training and validation loss: 3.1578E-04 5.9338E-04	Time: 0.12s
Epoch [410/500]	 Average training and validation loss: 3.1538E-04 5.9350E-04	Time: 0.12s
Epoch [411/500]	 Average training and validation loss: 3.1495E-04 5.9370E-04	Time: 0.12s
Epoch [412/500]	 Average training and validation loss: 3.1455E-04 5.9384E-04	Time: 0.12s
Epoch [413/500]	 Average training and validation loss: 3.1414E-04 5.9402E-04	Time: 0.12s
Epoch [414/500]	 Average training and validation loss: 3.1374E-04 5.9409E-04	Time: 0.12s
Epoch [415/500]	 Average training and validation loss: 3.1332E-04 5.9431E-04	Time: 0.12s
Epoch [416/500]	 Average training and validation loss: 3.1292E-04 5.9446E-04	Time: 0.12s
Epoch [417/500]	 Average training and validation loss: 3.1250E-04 5.9463E-04	Time: 0.16s
Epoch [418/500]	 Average training and validation loss: 3.1211E-04 5.9476E-04	Time: 0.12s
Epoch [419/500]	 Average training and validation loss: 3.1168E-04 5.9492E-04	Time: 0.12s
Epoch [420/500]	 Average training and validation loss: 3.1130E-04 5.9509E-04	Time: 0.12s
Epoch [421/500]	 Average training and validation loss: 3.1088E-04 5.9524E-04	Time: 0.12s
Epoch [422/500]	 Average training and validation loss: 3.1049E-04 5.9543E-04	Time: 0.12s
Epoch [423/500]	 Average training and validation loss: 3.1008E-04 5.9554E-04	Time: 0.12s
Epoch [424/500]	 Average training and validation loss: 3.0968E-04 5.9571E-04	Time: 0.12s
Epoch [425/500]	 Average training and validation loss: 3.0927E-04 5.9585E-04	Time: 0.12s
Epoch [426/500]	 Average training and validation loss: 3.0888E-04 5.9604E-04	Time: 0.12s
Epoch [427/500]	 Average training and validation loss: 3.0848E-04 5.9615E-04	Time: 0.12s
Epoch [428/500]	 Average training and validation loss: 3.0809E-04 5.9635E-04	Time: 0.12s
Epoch [429/500]	 Average training and validation loss: 3.0768E-04 5.9654E-04	Time: 0.12s
Epoch [430/500]	 Average training and validation loss: 3.0728E-04 5.9668E-04	Time: 0.12s
Epoch [431/500]	 Average training and validation loss: 3.0689E-04 5.9683E-04	Time: 0.12s
Epoch [432/500]	 Average training and validation loss: 3.0649E-04 5.9697E-04	Time: 0.12s
Epoch [433/500]	 Average training and validation loss: 3.0609E-04 5.9716E-04	Time: 0.12s
Epoch [434/500]	 Average training and validation loss: 3.0570E-04 5.9737E-04	Time: 0.12s
Epoch [435/500]	 Average training and validation loss: 3.0531E-04 5.9749E-04	Time: 0.12s
Epoch [436/500]	 Average training and validation loss: 3.0491E-04 5.9766E-04	Time: 0.12s
Epoch [437/500]	 Average training and validation loss: 3.0453E-04 5.9779E-04	Time: 0.12s
Epoch [438/500]	 Average training and validation loss: 3.0412E-04 5.9794E-04	Time: 0.12s
Epoch [439/500]	 Average training and validation loss: 3.0373E-04 5.9810E-04	Time: 0.12s
Epoch [440/500]	 Average training and validation loss: 3.0334E-04 5.9827E-04	Time: 0.12s
Epoch [441/500]	 Average training and validation loss: 3.0295E-04 5.9842E-04	Time: 0.12s
Epoch [442/500]	 Average training and validation loss: 3.0255E-04 5.9861E-04	Time: 0.12s
Epoch [443/500]	 Average training and validation loss: 3.0217E-04 5.9878E-04	Time: 0.12s
Epoch [444/500]	 Average training and validation loss: 3.0177E-04 5.9892E-04	Time: 0.12s
Epoch [445/500]	 Average training and validation loss: 3.0139E-04 5.9909E-04	Time: 0.12s
Epoch [446/500]	 Average training and validation loss: 3.0099E-04 5.9922E-04	Time: 0.12s
Epoch [447/500]	 Average training and validation loss: 3.0061E-04 5.9938E-04	Time: 0.12s
Epoch [448/500]	 Average training and validation loss: 3.0021E-04 5.9957E-04	Time: 0.12s
Epoch [449/500]	 Average training and validation loss: 2.9984E-04 5.9969E-04	Time: 0.12s
Epoch [450/500]	 Average training and validation loss: 2.9944E-04 5.9988E-04	Time: 0.12s
Epoch [451/500]	 Average training and validation loss: 2.9906E-04 6.0000E-04	Time: 0.12s
Epoch [452/500]	 Average training and validation loss: 2.9867E-04 6.0017E-04	Time: 0.12s
Epoch [453/500]	 Average training and validation loss: 2.9829E-04 6.0035E-04	Time: 0.12s
Epoch [454/500]	 Average training and validation loss: 2.9790E-04 6.0056E-04	Time: 0.12s
Epoch [455/500]	 Average training and validation loss: 2.9753E-04 6.0068E-04	Time: 0.12s
Epoch [456/500]	 Average training and validation loss: 2.9714E-04 6.0084E-04	Time: 0.12s
Epoch [457/500]	 Average training and validation loss: 2.9677E-04 6.0097E-04	Time: 0.12s
Epoch [458/500]	 Average training and validation loss: 2.9638E-04 6.0114E-04	Time: 0.12s
Epoch [459/500]	 Average training and validation loss: 2.9601E-04 6.0125E-04	Time: 0.12s
Epoch [460/500]	 Average training and validation loss: 2.9563E-04 6.0139E-04	Time: 0.12s
Epoch [461/500]	 Average training and validation loss: 2.9525E-04 6.0153E-04	Time: 0.12s
Epoch [462/500]	 Average training and validation loss: 2.9488E-04 6.0166E-04	Time: 0.12s
Epoch [463/500]	 Average training and validation loss: 2.9451E-04 6.0183E-04	Time: 0.12s
Epoch [464/500]	 Average training and validation loss: 2.9413E-04 6.0196E-04	Time: 0.12s
Epoch [465/500]	 Average training and validation loss: 2.9377E-04 6.0219E-04	Time: 0.12s
Epoch [466/500]	 Average training and validation loss: 2.9339E-04 6.0232E-04	Time: 0.12s
Epoch [467/500]	 Average training and validation loss: 2.9302E-04 6.0246E-04	Time: 0.12s
Epoch [468/500]	 Average training and validation loss: 2.9265E-04 6.0259E-04	Time: 0.12s
Epoch [469/500]	 Average training and validation loss: 2.9228E-04 6.0279E-04	Time: 0.12s
Epoch [470/500]	 Average training and validation loss: 2.9191E-04 6.0288E-04	Time: 0.12s
Epoch [471/500]	 Average training and validation loss: 2.9155E-04 6.0304E-04	Time: 0.12s
Epoch [472/500]	 Average training and validation loss: 2.9117E-04 6.0319E-04	Time: 0.12s
Epoch [473/500]	 Average training and validation loss: 2.9081E-04 6.0333E-04	Time: 0.12s
Epoch [474/500]	 Average training and validation loss: 2.9044E-04 6.0347E-04	Time: 0.12s
Epoch [475/500]	 Average training and validation loss: 2.9008E-04 6.0364E-04	Time: 0.12s
Epoch [476/500]	 Average training and validation loss: 2.8971E-04 6.0380E-04	Time: 0.12s
Epoch [477/500]	 Average training and validation loss: 2.8934E-04 6.0396E-04	Time: 0.12s
Epoch [478/500]	 Average training and validation loss: 2.8900E-04 6.0407E-04	Time: 0.12s
Epoch [479/500]	 Average training and validation loss: 2.8861E-04 6.0425E-04	Time: 0.12s
Epoch [480/500]	 Average training and validation loss: 2.8827E-04 6.0433E-04	Time: 0.12s
Epoch [481/500]	 Average training and validation loss: 2.8789E-04 6.0453E-04	Time: 0.12s
Epoch [482/500]	 Average training and validation loss: 2.8753E-04 6.0465E-04	Time: 0.12s
Epoch [483/500]	 Average training and validation loss: 2.8717E-04 6.0478E-04	Time: 0.12s
Epoch [484/500]	 Average training and validation loss: 2.8681E-04 6.0495E-04	Time: 0.12s
Epoch [485/500]	 Average training and validation loss: 2.8645E-04 6.0508E-04	Time: 0.12s
Epoch [486/500]	 Average training and validation loss: 2.8609E-04 6.0527E-04	Time: 0.12s
Epoch [487/500]	 Average training and validation loss: 2.8573E-04 6.0542E-04	Time: 0.12s
Epoch [488/500]	 Average training and validation loss: 2.8538E-04 6.0558E-04	Time: 0.12s
Epoch [489/500]	 Average training and validation loss: 2.8501E-04 6.0574E-04	Time: 0.12s
Epoch [490/500]	 Average training and validation loss: 2.8466E-04 6.0594E-04	Time: 0.12s
Epoch [491/500]	 Average training and validation loss: 2.8431E-04 6.0602E-04	Time: 0.12s
Epoch [492/500]	 Average training and validation loss: 2.8395E-04 6.0625E-04	Time: 0.12s
Epoch [493/500]	 Average training and validation loss: 2.8359E-04 6.0638E-04	Time: 0.12s
Epoch [494/500]	 Average training and validation loss: 2.8325E-04 6.0655E-04	Time: 0.12s
Epoch [495/500]	 Average training and validation loss: 2.8289E-04 6.0673E-04	Time: 0.12s
Epoch [496/500]	 Average training and validation loss: 2.8254E-04 6.0689E-04	Time: 0.12s
Epoch [497/500]	 Average training and validation loss: 2.8219E-04 6.0701E-04	Time: 0.12s
Epoch [498/500]	 Average training and validation loss: 2.8183E-04 6.0716E-04	Time: 0.12s
Epoch [499/500]	 Average training and validation loss: 2.8149E-04 6.0731E-04	Time: 0.12s
Epoch [500/500]	 Average training and validation loss: 2.8113E-04 6.0754E-04	Time: 0.12s
Training Time 63.3254
Test Loss 0.0008

Training best epoch: 500	Training minimum loss: 2.811E-04
Validate best epoch: 86	Validate minimum loss: 5.610E-04
