The path of the results is all_sites\CNN_HPO_GVDA
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 7.0850E-03 7.9981E-03	Time: 2.67s
Epoch [243/500]	 Average training and validation loss: 6.1378E-04 1.1008E-03	Time: 0.03s
Epoch [244/500]	 Average training and validation loss: 6.1234E-04 1.1007E-03	Time: 0.03s
Epoch [245/500]	 Average training and validation loss: 6.1091E-04 1.1007E-03	Time: 0.03s
Epoch [246/500]	 Average training and validation loss: 6.0948E-04 1.1007E-03	Time: 0.03s
Epoch [247/500]	 Average training and validation loss: 6.0807E-04 1.1006E-03	Time: 0.03s
Epoch [248/500]	 Average training and validation loss: 6.0666E-04 1.1006E-03	Time: 0.03s
Epoch [249/500]	 Average training and validation loss: 6.0527E-04 1.1005E-03	Time: 0.03s
Epoch [250/500]	 Average training and validation loss: 6.0388E-04 1.1005E-03	Time: 0.03s
Epoch [251/500]	 Average training and validation loss: 6.0249E-04 1.1004E-03	Time: 0.03s
Epoch [252/500]	 Average training and validation loss: 6.0112E-04 1.1004E-03	Time: 0.03s
Epoch [253/500]	 Average training and validation loss: 5.9975E-04 1.1003E-03	Time: 0.03s
Epoch [254/500]	 Average training and validation loss: 5.9839E-04 1.1003E-03	Time: 0.03s
Epoch [255/500]	 Average training and validation loss: 5.9704E-04 1.1003E-03	Time: 0.03s
Epoch [256/500]	 Average training and validation loss: 5.9569E-04 1.1003E-03	Time: 0.03s
Epoch [257/500]	 Average training and validation loss: 5.9435E-04 1.1003E-03	Time: 0.03s
Epoch [258/500]	 Average training and validation loss: 5.9302E-04 1.1003E-03	Time: 0.03s
Epoch [259/500]	 Average training and validation loss: 5.9170E-04 1.1003E-03	Time: 0.02s
Epoch [260/500]	 Average training and validation loss: 5.9038E-04 1.1003E-03	Time: 0.02s
Epoch [261/500]	 Average training and validation loss: 5.8907E-04 1.1003E-03	Time: 0.03s
Epoch [262/500]	 Average training and validation loss: 5.8776E-04 1.1003E-03	Time: 0.03s
Epoch [263/500]	 Average training and validation loss: 5.8646E-04 1.1003E-03	Time: 0.03s
Epoch [264/500]	 Average training and validation loss: 5.8517E-04 1.1003E-03	Time: 0.03s
Epoch [265/500]	 Average training and validation loss: 5.8388E-04 1.1003E-03	Time: 0.03s
Epoch [266/500]	 Average training and validation loss: 5.8259E-04 1.1003E-03	Time: 0.03s
Epoch [267/500]	 Average training and validation loss: 5.8131E-04 1.1003E-03	Time: 0.03s
Epoch [268/500]	 Average training and validation loss: 5.8004E-04 1.1003E-03	Time: 0.03s
Epoch [269/500]	 Average training and validation loss: 5.7878E-04 1.1004E-03	Time: 0.03s
Epoch [270/500]	 Average training and validation loss: 5.7753E-04 1.1005E-03	Time: 0.03s
Epoch [271/500]	 Average training and validation loss: 5.7629E-04 1.1005E-03	Time: 0.02s
Epoch [272/500]	 Average training and validation loss: 5.7505E-04 1.1005E-03	Time: 0.03s
Epoch [273/500]	 Average training and validation loss: 5.7382E-04 1.1006E-03	Time: 0.03s
Epoch [274/500]	 Average training and validation loss: 5.7260E-04 1.1006E-03	Time: 0.03s
Epoch [275/500]	 Average training and validation loss: 5.7139E-04 1.1006E-03	Time: 0.03s
Epoch [276/500]	 Average training and validation loss: 5.7018E-04 1.1005E-03	Time: 0.03s
Epoch [277/500]	 Average training and validation loss: 5.6898E-04 1.1006E-03	Time: 0.03s
Epoch [278/500]	 Average training and validation loss: 5.6779E-04 1.1006E-03	Time: 0.03s
Epoch [279/500]	 Average training and validation loss: 5.6660E-04 1.1007E-03	Time: 0.03s
Epoch [280/500]	 Average training and validation loss: 5.6541E-04 1.1007E-03	Time: 0.03s
Epoch [281/500]	 Average training and validation loss: 5.6423E-04 1.1007E-03	Time: 0.03s
Epoch [282/500]	 Average training and validation loss: 5.6305E-04 1.1008E-03	Time: 0.03s
Epoch [283/500]	 Average training and validation loss: 5.6189E-04 1.1008E-03	Time: 0.03s
Epoch [284/500]	 Average training and validation loss: 5.6072E-04 1.1009E-03	Time: 0.03s
Epoch [285/500]	 Average training and validation loss: 5.5955E-04 1.1010E-03	Time: 0.03s
Epoch [286/500]	 Average training and validation loss: 5.5840E-04 1.1011E-03	Time: 0.03s
Epoch [287/500]	 Average training and validation loss: 5.5725E-04 1.1012E-03	Time: 0.03s
Epoch [288/500]	 Average training and validation loss: 5.5610E-04 1.1013E-03	Time: 0.03s
Epoch [289/500]	 Average training and validation loss: 5.5496E-04 1.1014E-03	Time: 0.03s
Epoch [290/500]	 Average training and validation loss: 5.5382E-04 1.1015E-03	Time: 0.03s
Epoch [291/500]	 Average training and validation loss: 5.5269E-04 1.1016E-03	Time: 0.03s
Epoch [292/500]	 Average training and validation loss: 5.5158E-04 1.1017E-03	Time: 0.03s
Epoch [293/500]	 Average training and validation loss: 5.5046E-04 1.1018E-03	Time: 0.03s
Epoch [294/500]	 Average training and validation loss: 5.4935E-04 1.1020E-03	Time: 0.03s
Epoch [295/500]	 Average training and validation loss: 5.4824E-04 1.1021E-03	Time: 0.03s
Epoch [296/500]	 Average training and validation loss: 5.4713E-04 1.1022E-03	Time: 0.03s
Epoch [297/500]	 Average training and validation loss: 5.4602E-04 1.1023E-03	Time: 0.03s
Epoch [298/500]	 Average training and validation loss: 5.4492E-04 1.1024E-03	Time: 0.03s
Epoch [299/500]	 Average training and validation loss: 5.4382E-04 1.1026E-03	Time: 0.02s
Epoch [300/500]	 Average training and validation loss: 5.4273E-04 1.1027E-03	Time: 0.03s
Epoch [301/500]	 Average training and validation loss: 5.4164E-04 1.1028E-03	Time: 0.03s
Epoch [302/500]	 Average training and validation loss: 5.4056E-04 1.1029E-03	Time: 0.03s
Epoch [303/500]	 Average training and validation loss: 5.3948E-04 1.1030E-03	Time: 0.03s
Epoch [304/500]	 Average training and validation loss: 5.3840E-04 1.1032E-03	Time: 0.03s
Epoch [305/500]	 Average training and validation loss: 5.3733E-04 1.1033E-03	Time: 0.03s
Epoch [306/500]	 Average training and validation loss: 5.3627E-04 1.1035E-03	Time: 0.03s
Epoch [307/500]	 Average training and validation loss: 5.3521E-04 1.1036E-03	Time: 0.03s
Epoch [308/500]	 Average training and validation loss: 5.3415E-04 1.1037E-03	Time: 0.03s
Epoch [309/500]	 Average training and validation loss: 5.3310E-04 1.1039E-03	Time: 0.03s
Epoch [310/500]	 Average training and validation loss: 5.3205E-04 1.1041E-03	Time: 0.03s
Epoch [311/500]	 Average training and validation loss: 5.3100E-04 1.1043E-03	Time: 0.03s
Epoch [312/500]	 Average training and validation loss: 5.2996E-04 1.1044E-03	Time: 0.03s
Epoch [313/500]	 Average training and validation loss: 5.2893E-04 1.1045E-03	Time: 0.03s
Epoch [314/500]	 Average training and validation loss: 5.2790E-04 1.1046E-03	Time: 0.03s
Epoch [315/500]	 Average training and validation loss: 5.2688E-04 1.1048E-03	Time: 0.03s
Epoch [316/500]	 Average training and validation loss: 5.2585E-04 1.1050E-03	Time: 0.02s
Epoch [317/500]	 Average training and validation loss: 5.2483E-04 1.1052E-03	Time: 0.03s
Epoch [318/500]	 Average training and validation loss: 5.2381E-04 1.1054E-03	Time: 0.03s
Epoch [319/500]	 Average training and validation loss: 5.2280E-04 1.1055E-03	Time: 0.03s
Epoch [320/500]	 Average training and validation loss: 5.2179E-04 1.1057E-03	Time: 0.03s
Epoch [321/500]	 Average training and validation loss: 5.2078E-04 1.1059E-03	Time: 0.03s
Epoch [322/500]	 Average training and validation loss: 5.1978E-04 1.1061E-03	Time: 0.03s
Epoch [323/500]	 Average training and validation loss: 5.1877E-04 1.1063E-03	Time: 0.03s
Epoch [324/500]	 Average training and validation loss: 5.1777E-04 1.1066E-03	Time: 0.03s
Epoch [325/500]	 Average training and validation loss: 5.1677E-04 1.1068E-03	Time: 0.03s
Epoch [326/500]	 Average training and validation loss: 5.1577E-04 1.1070E-03	Time: 0.03s
Epoch [327/500]	 Average training and validation loss: 5.1478E-04 1.1072E-03	Time: 0.03s
Epoch [328/500]	 Average training and validation loss: 5.1380E-04 1.1074E-03	Time: 0.03s
Epoch [329/500]	 Average training and validation loss: 5.1282E-04 1.1076E-03	Time: 0.03s
Epoch [330/500]	 Average training and validation loss: 5.1184E-04 1.1078E-03	Time: 0.02s
Epoch [331/500]	 Average training and validation loss: 5.1086E-04 1.1080E-03	Time: 0.03s
Epoch [332/500]	 Average training and validation loss: 5.0989E-04 1.1082E-03	Time: 0.02s
Epoch [333/500]	 Average training and validation loss: 5.0893E-04 1.1084E-03	Time: 0.03s
Epoch [334/500]	 Average training and validation loss: 5.0796E-04 1.1086E-03	Time: 0.03s
Epoch [335/500]	 Average training and validation loss: 5.0700E-04 1.1087E-03	Time: 0.03s
Epoch [336/500]	 Average training and validation loss: 5.0604E-04 1.1088E-03	Time: 0.03s
Epoch [337/500]	 Average training and validation loss: 5.0509E-04 1.1088E-03	Time: 0.02s
Epoch [338/500]	 Average training and validation loss: 5.0414E-04 1.1090E-03	Time: 0.03s
Epoch [339/500]	 Average training and validation loss: 5.0320E-04 1.1091E-03	Time: 0.03s
Epoch [340/500]	 Average training and validation loss: 5.0226E-04 1.1092E-03	Time: 0.02s
Epoch [341/500]	 Average training and validation loss: 5.0132E-04 1.1093E-03	Time: 0.03s
Epoch [342/500]	 Average training and validation loss: 5.0039E-04 1.1095E-03	Time: 0.03s
Epoch [343/500]	 Average training and validation loss: 4.9945E-04 1.1096E-03	Time: 0.03s
Epoch [344/500]	 Average training and validation loss: 4.9853E-04 1.1096E-03	Time: 0.03s
Epoch [345/500]	 Average training and validation loss: 4.9761E-04 1.1097E-03	Time: 0.03s
Epoch [346/500]	 Average training and validation loss: 4.9669E-04 1.1099E-03	Time: 0.03s
Epoch [347/500]	 Average training and validation loss: 4.9578E-04 1.1101E-03	Time: 0.02s
Epoch [348/500]	 Average training and validation loss: 4.9487E-04 1.1103E-03	Time: 0.03s
Epoch [349/500]	 Average training and validation loss: 4.9396E-04 1.1104E-03	Time: 0.03s
Epoch [350/500]	 Average training and validation loss: 4.9305E-04 1.1105E-03	Time: 0.03s
Epoch [351/500]	 Average training and validation loss: 4.9214E-04 1.1106E-03	Time: 0.02s
Epoch [352/500]	 Average training and validation loss: 4.9124E-04 1.1107E-03	Time: 0.03s
Epoch [353/500]	 Average training and validation loss: 4.9034E-04 1.1108E-03	Time: 0.03s
Epoch [354/500]	 Average training and validation loss: 4.8944E-04 1.1110E-03	Time: 0.03s
Epoch [355/500]	 Average training and validation loss: 4.8855E-04 1.1111E-03	Time: 0.03s
Epoch [356/500]	 Average training and validation loss: 4.8766E-04 1.1112E-03	Time: 0.03s
Epoch [357/500]	 Average training and validation loss: 4.8677E-04 1.1113E-03	Time: 0.03s
Epoch [358/500]	 Average training and validation loss: 4.8588E-04 1.1114E-03	Time: 0.02s
Epoch [359/500]	 Average training and validation loss: 4.8500E-04 1.1114E-03	Time: 0.03s
Epoch [360/500]	 Average training and validation loss: 4.8413E-04 1.1115E-03	Time: 0.03s
Epoch [361/500]	 Average training and validation loss: 4.8326E-04 1.1116E-03	Time: 0.03s
Epoch [362/500]	 Average training and validation loss: 4.8240E-04 1.1118E-03	Time: 0.03s
Epoch [363/500]	 Average training and validation loss: 4.8153E-04 1.1119E-03	Time: 0.03s
Epoch [364/500]	 Average training and validation loss: 4.8067E-04 1.1121E-03	Time: 0.03s
Epoch [365/500]	 Average training and validation loss: 4.7981E-04 1.1122E-03	Time: 0.03s
Epoch [366/500]	 Average training and validation loss: 4.7895E-04 1.1123E-03	Time: 0.03s
Epoch [367/500]	 Average training and validation loss: 4.7810E-04 1.1124E-03	Time: 0.03s
Epoch [368/500]	 Average training and validation loss: 4.7725E-04 1.1126E-03	Time: 0.02s
Epoch [369/500]	 Average training and validation loss: 4.7641E-04 1.1128E-03	Time: 0.03s
Epoch [370/500]	 Average training and validation loss: 4.7556E-04 1.1130E-03	Time: 0.03s
Epoch [371/500]	 Average training and validation loss: 4.7472E-04 1.1131E-03	Time: 0.02s
Epoch [372/500]	 Average training and validation loss: 4.7389E-04 1.1133E-03	Time: 0.02s
Epoch [373/500]	 Average training and validation loss: 4.7305E-04 1.1134E-03	Time: 0.02s
Epoch [374/500]	 Average training and validation loss: 4.7223E-04 1.1135E-03	Time: 0.03s
Epoch [375/500]	 Average training and validation loss: 4.7140E-04 1.1136E-03	Time: 0.03s
Epoch [376/500]	 Average training and validation loss: 4.7059E-04 1.1138E-03	Time: 0.03s
Epoch [377/500]	 Average training and validation loss: 4.6977E-04 1.1140E-03	Time: 0.03s
Epoch [378/500]	 Average training and validation loss: 4.6895E-04 1.1141E-03	Time: 0.02s
Epoch [379/500]	 Average training and validation loss: 4.6815E-04 1.1143E-03	Time: 0.03s
Epoch [380/500]	 Average training and validation loss: 4.6734E-04 1.1145E-03	Time: 0.03s
Epoch [381/500]	 Average training and validation loss: 4.6653E-04 1.1147E-03	Time: 0.03s
Epoch [382/500]	 Average training and validation loss: 4.6572E-04 1.1149E-03	Time: 0.03s
Epoch [383/500]	 Average training and validation loss: 4.6492E-04 1.1150E-03	Time: 0.03s
Epoch [384/500]	 Average training and validation loss: 4.6412E-04 1.1152E-03	Time: 0.03s
Epoch [385/500]	 Average training and validation loss: 4.6332E-04 1.1154E-03	Time: 0.03s
Epoch [386/500]	 Average training and validation loss: 4.6253E-04 1.1156E-03	Time: 0.02s
Epoch [387/500]	 Average training and validation loss: 4.6174E-04 1.1157E-03	Time: 0.02s
Epoch [388/500]	 Average training and validation loss: 4.6095E-04 1.1159E-03	Time: 0.02s
Epoch [389/500]	 Average training and validation loss: 4.6017E-04 1.1161E-03	Time: 0.03s
Epoch [390/500]	 Average training and validation loss: 4.5939E-04 1.1163E-03	Time: 0.03s
Epoch [391/500]	 Average training and validation loss: 4.5861E-04 1.1165E-03	Time: 0.03s
Epoch [392/500]	 Average training and validation loss: 4.5783E-04 1.1167E-03	Time: 0.03s
Epoch [393/500]	 Average training and validation loss: 4.5706E-04 1.1169E-03	Time: 0.03s
Epoch [394/500]	 Average training and validation loss: 4.5630E-04 1.1171E-03	Time: 0.03s
Epoch [395/500]	 Average training and validation loss: 4.5553E-04 1.1172E-03	Time: 0.03s
Epoch [396/500]	 Average training and validation loss: 4.5476E-04 1.1174E-03	Time: 0.03s
Epoch [397/500]	 Average training and validation loss: 4.5400E-04 1.1176E-03	Time: 0.03s
Epoch [398/500]	 Average training and validation loss: 4.5324E-04 1.1177E-03	Time: 0.03s
Epoch [399/500]	 Average training and validation loss: 4.5249E-04 1.1179E-03	Time: 0.03s
Epoch [400/500]	 Average training and validation loss: 4.5173E-04 1.1180E-03	Time: 0.03s
Epoch [401/500]	 Average training and validation loss: 4.5098E-04 1.1182E-03	Time: 0.03s
Epoch [402/500]	 Average training and validation loss: 4.5022E-04 1.1183E-03	Time: 0.03s
Epoch [403/500]	 Average training and validation loss: 4.4948E-04 1.1185E-03	Time: 0.03s
Epoch [404/500]	 Average training and validation loss: 4.4873E-04 1.1187E-03	Time: 0.03s
Epoch [405/500]	 Average training and validation loss: 4.4799E-04 1.1189E-03	Time: 0.02s
Epoch [406/500]	 Average training and validation loss: 4.4724E-04 1.1191E-03	Time: 0.03s
Epoch [407/500]	 Average training and validation loss: 4.4650E-04 1.1194E-03	Time: 0.03s
Epoch [408/500]	 Average training and validation loss: 4.4577E-04 1.1196E-03	Time: 0.03s
Epoch [409/500]	 Average training and validation loss: 4.4503E-04 1.1198E-03	Time: 0.03s
Epoch [410/500]	 Average training and validation loss: 4.4430E-04 1.1199E-03	Time: 0.03s
Epoch [411/500]	 Average training and validation loss: 4.4357E-04 1.1201E-03	Time: 0.03s
Epoch [412/500]	 Average training and validation loss: 4.4284E-04 1.1202E-03	Time: 0.03s
Epoch [413/500]	 Average training and validation loss: 4.4212E-04 1.1204E-03	Time: 0.03s
Epoch [414/500]	 Average training and validation loss: 4.4140E-04 1.1207E-03	Time: 0.03s
Epoch [415/500]	 Average training and validation loss: 4.4067E-04 1.1209E-03	Time: 0.03s
Epoch [416/500]	 Average training and validation loss: 4.3995E-04 1.1211E-03	Time: 0.03s
Epoch [417/500]	 Average training and validation loss: 4.3923E-04 1.1213E-03	Time: 0.02s
Epoch [418/500]	 Average training and validation loss: 4.3852E-04 1.1215E-03	Time: 0.03s
Epoch [419/500]	 Average training and validation loss: 4.3781E-04 1.1217E-03	Time: 0.03s
Epoch [420/500]	 Average training and validation loss: 4.3710E-04 1.1219E-03	Time: 0.03s
Epoch [421/500]	 Average training and validation loss: 4.3639E-04 1.1221E-03	Time: 0.03s
Epoch [422/500]	 Average training and validation loss: 4.3568E-04 1.1223E-03	Time: 0.03s
Epoch [423/500]	 Average training and validation loss: 4.3497E-04 1.1225E-03	Time: 0.03s
Epoch [424/500]	 Average training and validation loss: 4.3427E-04 1.1227E-03	Time: 0.03s
Epoch [425/500]	 Average training and validation loss: 4.3357E-04 1.1228E-03	Time: 0.03s
Epoch [426/500]	 Average training and validation loss: 4.3287E-04 1.1230E-03	Time: 0.03s
Epoch [427/500]	 Average training and validation loss: 4.3217E-04 1.1232E-03	Time: 0.03s
Epoch [428/500]	 Average training and validation loss: 4.3148E-04 1.1234E-03	Time: 0.02s
Epoch [429/500]	 Average training and validation loss: 4.3078E-04 1.1235E-03	Time: 0.03s
Epoch [430/500]	 Average training and validation loss: 4.3009E-04 1.1237E-03	Time: 0.03s
Epoch [431/500]	 Average training and validation loss: 4.2940E-04 1.1239E-03	Time: 0.03s
Epoch [432/500]	 Average training and validation loss: 4.2871E-04 1.1242E-03	Time: 0.03s
Epoch [433/500]	 Average training and validation loss: 4.2802E-04 1.1244E-03	Time: 0.03s
Epoch [434/500]	 Average training and validation loss: 4.2734E-04 1.1246E-03	Time: 0.03s
Epoch [435/500]	 Average training and validation loss: 4.2666E-04 1.1249E-03	Time: 0.03s
Epoch [436/500]	 Average training and validation loss: 4.2598E-04 1.1251E-03	Time: 0.03s
Epoch [437/500]	 Average training and validation loss: 4.2531E-04 1.1254E-03	Time: 0.03s
Epoch [438/500]	 Average training and validation loss: 4.2463E-04 1.1256E-03	Time: 0.02s
Epoch [439/500]	 Average training and validation loss: 4.2396E-04 1.1259E-03	Time: 0.03s
Epoch [440/500]	 Average training and validation loss: 4.2329E-04 1.1262E-03	Time: 0.03s
Epoch [441/500]	 Average training and validation loss: 4.2263E-04 1.1264E-03	Time: 0.03s
Epoch [442/500]	 Average training and validation loss: 4.2197E-04 1.1267E-03	Time: 0.02s
Epoch [443/500]	 Average training and validation loss: 4.2130E-04 1.1269E-03	Time: 0.03s
Epoch [444/500]	 Average training and validation loss: 4.2065E-04 1.1272E-03	Time: 0.03s
Epoch [445/500]	 Average training and validation loss: 4.1999E-04 1.1274E-03	Time: 0.03s
Epoch [446/500]	 Average training and validation loss: 4.1934E-04 1.1276E-03	Time: 0.03s
Epoch [447/500]	 Average training and validation loss: 4.1868E-04 1.1278E-03	Time: 0.03s
Epoch [448/500]	 Average training and validation loss: 4.1803E-04 1.1280E-03	Time: 0.03s
Epoch [449/500]	 Average training and validation loss: 4.1738E-04 1.1283E-03	Time: 0.03s
Epoch [450/500]	 Average training and validation loss: 4.1674E-04 1.1286E-03	Time: 0.03s
Epoch [451/500]	 Average training and validation loss: 4.1609E-04 1.1288E-03	Time: 0.03s
Epoch [452/500]	 Average training and validation loss: 4.1544E-04 1.1290E-03	Time: 0.03s
Epoch [453/500]	 Average training and validation loss: 4.1480E-04 1.1292E-03	Time: 0.03s
Epoch [454/500]	 Average training and validation loss: 4.1416E-04 1.1295E-03	Time: 0.03s
Epoch [455/500]	 Average training and validation loss: 4.1352E-04 1.1297E-03	Time: 0.03s
Epoch [456/500]	 Average training and validation loss: 4.1288E-04 1.1299E-03	Time: 0.03s
Epoch [457/500]	 Average training and validation loss: 4.1224E-04 1.1301E-03	Time: 0.02s
Epoch [458/500]	 Average training and validation loss: 4.1160E-04 1.1303E-03	Time: 0.03s
Epoch [459/500]	 Average training and validation loss: 4.1096E-04 1.1306E-03	Time: 0.03s
Epoch [460/500]	 Average training and validation loss: 4.1032E-04 1.1308E-03	Time: 0.03s
Epoch [461/500]	 Average training and validation loss: 4.0969E-04 1.1310E-03	Time: 0.03s
Epoch [462/500]	 Average training and validation loss: 4.0905E-04 1.1312E-03	Time: 0.03s
Epoch [463/500]	 Average training and validation loss: 4.0842E-04 1.1314E-03	Time: 0.03s
Epoch [464/500]	 Average training and validation loss: 4.0780E-04 1.1316E-03	Time: 0.03s
Epoch [465/500]	 Average training and validation loss: 4.0717E-04 1.1319E-03	Time: 0.03s
Epoch [466/500]	 Average training and validation loss: 4.0654E-04 1.1321E-03	Time: 0.03s
Epoch [467/500]	 Average training and validation loss: 4.0591E-04 1.1323E-03	Time: 0.02s
Epoch [468/500]	 Average training and validation loss: 4.0529E-04 1.1325E-03	Time: 0.03s
Epoch [469/500]	 Average training and validation loss: 4.0467E-04 1.1327E-03	Time: 0.03s
Epoch [470/500]	 Average training and validation loss: 4.0405E-04 1.1329E-03	Time: 0.03s
Epoch [471/500]	 Average training and validation loss: 4.0343E-04 1.1332E-03	Time: 0.03s
Epoch [472/500]	 Average training and validation loss: 4.0282E-04 1.1334E-03	Time: 0.03s
Epoch [473/500]	 Average training and validation loss: 4.0220E-04 1.1336E-03	Time: 0.02s
Epoch [474/500]	 Average training and validation loss: 4.0159E-04 1.1338E-03	Time: 0.03s
Epoch [475/500]	 Average training and validation loss: 4.0098E-04 1.1340E-03	Time: 0.03s
Epoch [476/500]	 Average training and validation loss: 4.0036E-04 1.1342E-03	Time: 0.03s
Epoch [477/500]	 Average training and validation loss: 3.9976E-04 1.1344E-03	Time: 0.03s
Epoch [478/500]	 Average training and validation loss: 3.9915E-04 1.1346E-03	Time: 0.03s
Epoch [479/500]	 Average training and validation loss: 3.9855E-04 1.1349E-03	Time: 0.03s
Epoch [480/500]	 Average training and validation loss: 3.9795E-04 1.1352E-03	Time: 0.03s
Epoch [481/500]	 Average training and validation loss: 3.9734E-04 1.1354E-03	Time: 0.03s
Epoch [482/500]	 Average training and validation loss: 3.9675E-04 1.1356E-03	Time: 0.03s
Epoch [483/500]	 Average training and validation loss: 3.9616E-04 1.1359E-03	Time: 0.03s
Epoch [484/500]	 Average training and validation loss: 3.9556E-04 1.1361E-03	Time: 0.03s
Epoch [485/500]	 Average training and validation loss: 3.9497E-04 1.1364E-03	Time: 0.03s
Epoch [486/500]	 Average training and validation loss: 3.9439E-04 1.1367E-03	Time: 0.03s
Epoch [487/500]	 Average training and validation loss: 3.9380E-04 1.1369E-03	Time: 0.03s
Epoch [488/500]	 Average training and validation loss: 3.9322E-04 1.1372E-03	Time: 0.03s
Epoch [489/500]	 Average training and validation loss: 3.9264E-04 1.1375E-03	Time: 0.03s
Epoch [490/500]	 Average training and validation loss: 3.9206E-04 1.1378E-03	Time: 0.03s
Epoch [491/500]	 Average training and validation loss: 3.9148E-04 1.1380E-03	Time: 0.03s
Epoch [492/500]	 Average training and validation loss: 3.9090E-04 1.1382E-03	Time: 0.02s
Epoch [493/500]	 Average training and validation loss: 3.9032E-04 1.1384E-03	Time: 0.03s
Epoch [494/500]	 Average training and validation loss: 3.8975E-04 1.1387E-03	Time: 0.03s
Epoch [495/500]	 Average training and validation loss: 3.8918E-04 1.1390E-03	Time: 0.03s
Epoch [496/500]	 Average training and validation loss: 3.8861E-04 1.1392E-03	Time: 0.03s
Epoch [497/500]	 Average training and validation loss: 3.8803E-04 1.1395E-03	Time: 0.03s
Epoch [498/500]	 Average training and validation loss: 3.8747E-04 1.1397E-03	Time: 0.03s
Epoch [499/500]	 Average training and validation loss: 3.8690E-04 1.1400E-03	Time: 0.03s
Epoch [500/500]	 Average training and validation loss: 3.8634E-04 1.1402E-03	Time: 0.03s
Training Time 16.7929
Test Loss 0.0010

Training best epoch: 500	Training minimum loss: 3.863E-04
Validate best epoch: 257	Validate minimum loss: 1.100E-03
