The path of the results is all_sites\CNN_HPO_WLA
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 1.1210E-03 1.4613E-03	Time: 3.08s
Epoch [243/500]	 Average training and validation loss: 3.2762E-04 6.6130E-04	Time: 0.05s
Epoch [244/500]	 Average training and validation loss: 3.2707E-04 6.6114E-04	Time: 0.05s
Epoch [245/500]	 Average training and validation loss: 3.2653E-04 6.6099E-04	Time: 0.05s
Epoch [246/500]	 Average training and validation loss: 3.2599E-04 6.6087E-04	Time: 0.05s
Epoch [247/500]	 Average training and validation loss: 3.2545E-04 6.6070E-04	Time: 0.05s
Epoch [248/500]	 Average training and validation loss: 3.2492E-04 6.6055E-04	Time: 0.05s
Epoch [249/500]	 Average training and validation loss: 3.2438E-04 6.6043E-04	Time: 0.05s
Epoch [250/500]	 Average training and validation loss: 3.2386E-04 6.6032E-04	Time: 0.05s
Epoch [251/500]	 Average training and validation loss: 3.2332E-04 6.6020E-04	Time: 0.05s
Epoch [252/500]	 Average training and validation loss: 3.2280E-04 6.6006E-04	Time: 0.05s
Epoch [253/500]	 Average training and validation loss: 3.2228E-04 6.5994E-04	Time: 0.05s
Epoch [254/500]	 Average training and validation loss: 3.2175E-04 6.5984E-04	Time: 0.05s
Epoch [255/500]	 Average training and validation loss: 3.2123E-04 6.5974E-04	Time: 0.05s
Epoch [256/500]	 Average training and validation loss: 3.2071E-04 6.5963E-04	Time: 0.05s
Epoch [257/500]	 Average training and validation loss: 3.2019E-04 6.5951E-04	Time: 0.05s
Epoch [258/500]	 Average training and validation loss: 3.1967E-04 6.5940E-04	Time: 0.05s
Epoch [259/500]	 Average training and validation loss: 3.1915E-04 6.5932E-04	Time: 0.05s
Epoch [260/500]	 Average training and validation loss: 3.1863E-04 6.5920E-04	Time: 0.05s
Epoch [261/500]	 Average training and validation loss: 3.1812E-04 6.5909E-04	Time: 0.05s
Epoch [262/500]	 Average training and validation loss: 3.1761E-04 6.5899E-04	Time: 0.05s
Epoch [263/500]	 Average training and validation loss: 3.1709E-04 6.5889E-04	Time: 0.05s
Epoch [264/500]	 Average training and validation loss: 3.1658E-04 6.5880E-04	Time: 0.05s
Epoch [265/500]	 Average training and validation loss: 3.1607E-04 6.5868E-04	Time: 0.04s
Epoch [266/500]	 Average training and validation loss: 3.1556E-04 6.5856E-04	Time: 0.05s
Epoch [267/500]	 Average training and validation loss: 3.1505E-04 6.5847E-04	Time: 0.05s
Epoch [268/500]	 Average training and validation loss: 3.1455E-04 6.5837E-04	Time: 0.05s
Epoch [269/500]	 Average training and validation loss: 3.1404E-04 6.5828E-04	Time: 0.05s
Epoch [270/500]	 Average training and validation loss: 3.1354E-04 6.5821E-04	Time: 0.05s
Epoch [271/500]	 Average training and validation loss: 3.1304E-04 6.5815E-04	Time: 0.05s
Epoch [272/500]	 Average training and validation loss: 3.1255E-04 6.5808E-04	Time: 0.05s
Epoch [273/500]	 Average training and validation loss: 3.1205E-04 6.5799E-04	Time: 0.05s
Epoch [274/500]	 Average training and validation loss: 3.1156E-04 6.5793E-04	Time: 0.05s
Epoch [275/500]	 Average training and validation loss: 3.1107E-04 6.5788E-04	Time: 0.05s
Epoch [276/500]	 Average training and validation loss: 3.1059E-04 6.5781E-04	Time: 0.05s
Epoch [277/500]	 Average training and validation loss: 3.1011E-04 6.5774E-04	Time: 0.05s
Epoch [278/500]	 Average training and validation loss: 3.0962E-04 6.5769E-04	Time: 0.05s
Epoch [279/500]	 Average training and validation loss: 3.0914E-04 6.5765E-04	Time: 0.05s
Epoch [280/500]	 Average training and validation loss: 3.0867E-04 6.5761E-04	Time: 0.05s
Epoch [281/500]	 Average training and validation loss: 3.0819E-04 6.5754E-04	Time: 0.05s
Epoch [282/500]	 Average training and validation loss: 3.0771E-04 6.5750E-04	Time: 0.05s
Epoch [283/500]	 Average training and validation loss: 3.0724E-04 6.5747E-04	Time: 0.05s
Epoch [284/500]	 Average training and validation loss: 3.0677E-04 6.5741E-04	Time: 0.05s
Epoch [285/500]	 Average training and validation loss: 3.0630E-04 6.5736E-04	Time: 0.05s
Epoch [286/500]	 Average training and validation loss: 3.0583E-04 6.5733E-04	Time: 0.05s
Epoch [287/500]	 Average training and validation loss: 3.0537E-04 6.5730E-04	Time: 0.05s
Epoch [288/500]	 Average training and validation loss: 3.0491E-04 6.5726E-04	Time: 0.05s
Epoch [289/500]	 Average training and validation loss: 3.0445E-04 6.5721E-04	Time: 0.05s
Epoch [290/500]	 Average training and validation loss: 3.0399E-04 6.5717E-04	Time: 0.04s
Epoch [291/500]	 Average training and validation loss: 3.0353E-04 6.5715E-04	Time: 0.05s
Epoch [292/500]	 Average training and validation loss: 3.0308E-04 6.5710E-04	Time: 0.05s
Epoch [293/500]	 Average training and validation loss: 3.0263E-04 6.5706E-04	Time: 0.05s
Epoch [294/500]	 Average training and validation loss: 3.0218E-04 6.5703E-04	Time: 0.04s
Epoch [295/500]	 Average training and validation loss: 3.0173E-04 6.5701E-04	Time: 0.05s
Epoch [296/500]	 Average training and validation loss: 3.0128E-04 6.5697E-04	Time: 0.05s
Epoch [297/500]	 Average training and validation loss: 3.0084E-04 6.5694E-04	Time: 0.05s
Epoch [298/500]	 Average training and validation loss: 3.0040E-04 6.5691E-04	Time: 0.05s
Epoch [299/500]	 Average training and validation loss: 2.9996E-04 6.5689E-04	Time: 0.05s
Epoch [300/500]	 Average training and validation loss: 2.9952E-04 6.5689E-04	Time: 0.05s
Epoch [301/500]	 Average training and validation loss: 2.9909E-04 6.5686E-04	Time: 0.05s
Epoch [302/500]	 Average training and validation loss: 2.9865E-04 6.5681E-04	Time: 0.04s
Epoch [303/500]	 Average training and validation loss: 2.9822E-04 6.5680E-04	Time: 0.05s
Epoch [304/500]	 Average training and validation loss: 2.9779E-04 6.5680E-04	Time: 0.04s
Epoch [305/500]	 Average training and validation loss: 2.9737E-04 6.5676E-04	Time: 0.05s
Epoch [306/500]	 Average training and validation loss: 2.9694E-04 6.5673E-04	Time: 0.05s
Epoch [307/500]	 Average training and validation loss: 2.9651E-04 6.5670E-04	Time: 0.05s
Epoch [308/500]	 Average training and validation loss: 2.9608E-04 6.5670E-04	Time: 0.05s
Epoch [309/500]	 Average training and validation loss: 2.9566E-04 6.5669E-04	Time: 0.05s
Epoch [310/500]	 Average training and validation loss: 2.9524E-04 6.5668E-04	Time: 0.05s
Epoch [311/500]	 Average training and validation loss: 2.9482E-04 6.5668E-04	Time: 0.04s
Epoch [312/500]	 Average training and validation loss: 2.9441E-04 6.5667E-04	Time: 0.05s
Epoch [313/500]	 Average training and validation loss: 2.9399E-04 6.5668E-04	Time: 0.04s
Epoch [314/500]	 Average training and validation loss: 2.9357E-04 6.5671E-04	Time: 0.04s
Epoch [315/500]	 Average training and validation loss: 2.9316E-04 6.5673E-04	Time: 0.04s
Epoch [316/500]	 Average training and validation loss: 2.9274E-04 6.5673E-04	Time: 0.04s
Epoch [317/500]	 Average training and validation loss: 2.9232E-04 6.5675E-04	Time: 0.04s
Epoch [318/500]	 Average training and validation loss: 2.9190E-04 6.5681E-04	Time: 0.04s
Epoch [319/500]	 Average training and validation loss: 2.9149E-04 6.5685E-04	Time: 0.04s
Epoch [320/500]	 Average training and validation loss: 2.9107E-04 6.5687E-04	Time: 0.04s
Epoch [321/500]	 Average training and validation loss: 2.9066E-04 6.5691E-04	Time: 0.04s
Epoch [322/500]	 Average training and validation loss: 2.9025E-04 6.5695E-04	Time: 0.04s
Epoch [323/500]	 Average training and validation loss: 2.8984E-04 6.5697E-04	Time: 0.04s
Epoch [324/500]	 Average training and validation loss: 2.8942E-04 6.5700E-04	Time: 0.04s
Epoch [325/500]	 Average training and validation loss: 2.8902E-04 6.5701E-04	Time: 0.04s
Epoch [326/500]	 Average training and validation loss: 2.8861E-04 6.5707E-04	Time: 0.04s
Epoch [327/500]	 Average training and validation loss: 2.8820E-04 6.5712E-04	Time: 0.04s
Epoch [328/500]	 Average training and validation loss: 2.8780E-04 6.5715E-04	Time: 0.04s
Epoch [329/500]	 Average training and validation loss: 2.8740E-04 6.5720E-04	Time: 0.04s
Epoch [330/500]	 Average training and validation loss: 2.8699E-04 6.5726E-04	Time: 0.04s
Epoch [331/500]	 Average training and validation loss: 2.8660E-04 6.5730E-04	Time: 0.04s
Epoch [332/500]	 Average training and validation loss: 2.8620E-04 6.5733E-04	Time: 0.04s
Epoch [333/500]	 Average training and validation loss: 2.8580E-04 6.5736E-04	Time: 0.04s
Epoch [334/500]	 Average training and validation loss: 2.8540E-04 6.5741E-04	Time: 0.04s
Epoch [335/500]	 Average training and validation loss: 2.8500E-04 6.5745E-04	Time: 0.04s
Epoch [336/500]	 Average training and validation loss: 2.8461E-04 6.5751E-04	Time: 0.04s
Epoch [337/500]	 Average training and validation loss: 2.8421E-04 6.5758E-04	Time: 0.04s
Epoch [338/500]	 Average training and validation loss: 2.8382E-04 6.5762E-04	Time: 0.04s
Epoch [339/500]	 Average training and validation loss: 2.8343E-04 6.5767E-04	Time: 0.04s
Epoch [340/500]	 Average training and validation loss: 2.8304E-04 6.5772E-04	Time: 0.04s
Epoch [341/500]	 Average training and validation loss: 2.8265E-04 6.5775E-04	Time: 0.04s
Epoch [342/500]	 Average training and validation loss: 2.8226E-04 6.5778E-04	Time: 0.04s
Epoch [343/500]	 Average training and validation loss: 2.8187E-04 6.5783E-04	Time: 0.04s
Epoch [344/500]	 Average training and validation loss: 2.8148E-04 6.5789E-04	Time: 0.04s
Epoch [345/500]	 Average training and validation loss: 2.8111E-04 6.5795E-04	Time: 0.04s
Epoch [346/500]	 Average training and validation loss: 2.8072E-04 6.5799E-04	Time: 0.04s
Epoch [347/500]	 Average training and validation loss: 2.8034E-04 6.5806E-04	Time: 0.04s
Epoch [348/500]	 Average training and validation loss: 2.7996E-04 6.5813E-04	Time: 0.04s
Epoch [349/500]	 Average training and validation loss: 2.7958E-04 6.5821E-04	Time: 0.04s
Epoch [350/500]	 Average training and validation loss: 2.7920E-04 6.5827E-04	Time: 0.04s
Epoch [351/500]	 Average training and validation loss: 2.7882E-04 6.5834E-04	Time: 0.04s
Epoch [352/500]	 Average training and validation loss: 2.7844E-04 6.5844E-04	Time: 0.04s
Epoch [353/500]	 Average training and validation loss: 2.7807E-04 6.5854E-04	Time: 0.04s
Epoch [354/500]	 Average training and validation loss: 2.7769E-04 6.5860E-04	Time: 0.04s
Epoch [355/500]	 Average training and validation loss: 2.7731E-04 6.5866E-04	Time: 0.04s
Epoch [356/500]	 Average training and validation loss: 2.7694E-04 6.5875E-04	Time: 0.04s
Epoch [357/500]	 Average training and validation loss: 2.7656E-04 6.5883E-04	Time: 0.04s
Epoch [358/500]	 Average training and validation loss: 2.7619E-04 6.5891E-04	Time: 0.04s
Epoch [359/500]	 Average training and validation loss: 2.7582E-04 6.5898E-04	Time: 0.04s
Epoch [360/500]	 Average training and validation loss: 2.7545E-04 6.5907E-04	Time: 0.04s
Epoch [361/500]	 Average training and validation loss: 2.7508E-04 6.5917E-04	Time: 0.04s
Epoch [362/500]	 Average training and validation loss: 2.7472E-04 6.5926E-04	Time: 0.04s
Epoch [363/500]	 Average training and validation loss: 2.7435E-04 6.5934E-04	Time: 0.04s
Epoch [364/500]	 Average training and validation loss: 2.7399E-04 6.5943E-04	Time: 0.04s
Epoch [365/500]	 Average training and validation loss: 2.7362E-04 6.5952E-04	Time: 0.04s
Epoch [366/500]	 Average training and validation loss: 2.7326E-04 6.5960E-04	Time: 0.04s
Epoch [367/500]	 Average training and validation loss: 2.7289E-04 6.5970E-04	Time: 0.04s
Epoch [368/500]	 Average training and validation loss: 2.7253E-04 6.5978E-04	Time: 0.04s
Epoch [369/500]	 Average training and validation loss: 2.7218E-04 6.5986E-04	Time: 0.04s
Epoch [370/500]	 Average training and validation loss: 2.7182E-04 6.5996E-04	Time: 0.04s
Epoch [371/500]	 Average training and validation loss: 2.7146E-04 6.6006E-04	Time: 0.04s
Epoch [372/500]	 Average training and validation loss: 2.7111E-04 6.6013E-04	Time: 0.04s
Epoch [373/500]	 Average training and validation loss: 2.7076E-04 6.6019E-04	Time: 0.04s
Epoch [374/500]	 Average training and validation loss: 2.7040E-04 6.6029E-04	Time: 0.04s
Epoch [375/500]	 Average training and validation loss: 2.7004E-04 6.6039E-04	Time: 0.04s
Epoch [376/500]	 Average training and validation loss: 2.6969E-04 6.6048E-04	Time: 0.04s
Epoch [377/500]	 Average training and validation loss: 2.6934E-04 6.6056E-04	Time: 0.04s
Epoch [378/500]	 Average training and validation loss: 2.6899E-04 6.6066E-04	Time: 0.04s
Epoch [379/500]	 Average training and validation loss: 2.6864E-04 6.6074E-04	Time: 0.04s
Epoch [380/500]	 Average training and validation loss: 2.6829E-04 6.6083E-04	Time: 0.04s
Epoch [381/500]	 Average training and validation loss: 2.6794E-04 6.6095E-04	Time: 0.04s
Epoch [382/500]	 Average training and validation loss: 2.6759E-04 6.6104E-04	Time: 0.04s
Epoch [383/500]	 Average training and validation loss: 2.6724E-04 6.6111E-04	Time: 0.04s
Epoch [384/500]	 Average training and validation loss: 2.6690E-04 6.6120E-04	Time: 0.04s
Epoch [385/500]	 Average training and validation loss: 2.6655E-04 6.6131E-04	Time: 0.04s
Epoch [386/500]	 Average training and validation loss: 2.6620E-04 6.6142E-04	Time: 0.04s
Epoch [387/500]	 Average training and validation loss: 2.6585E-04 6.6154E-04	Time: 0.04s
Epoch [388/500]	 Average training and validation loss: 2.6551E-04 6.6163E-04	Time: 0.04s
Epoch [389/500]	 Average training and validation loss: 2.6516E-04 6.6171E-04	Time: 0.04s
Epoch [390/500]	 Average training and validation loss: 2.6482E-04 6.6182E-04	Time: 0.04s
Epoch [391/500]	 Average training and validation loss: 2.6448E-04 6.6195E-04	Time: 0.04s
Epoch [392/500]	 Average training and validation loss: 2.6414E-04 6.6206E-04	Time: 0.04s
Epoch [393/500]	 Average training and validation loss: 2.6380E-04 6.6217E-04	Time: 0.04s
Epoch [394/500]	 Average training and validation loss: 2.6346E-04 6.6228E-04	Time: 0.04s
Epoch [395/500]	 Average training and validation loss: 2.6312E-04 6.6239E-04	Time: 0.04s
Epoch [396/500]	 Average training and validation loss: 2.6278E-04 6.6251E-04	Time: 0.04s
Epoch [397/500]	 Average training and validation loss: 2.6244E-04 6.6265E-04	Time: 0.04s
Epoch [398/500]	 Average training and validation loss: 2.6210E-04 6.6276E-04	Time: 0.04s
Epoch [399/500]	 Average training and validation loss: 2.6177E-04 6.6286E-04	Time: 0.04s
Epoch [400/500]	 Average training and validation loss: 2.6143E-04 6.6297E-04	Time: 0.04s
Epoch [401/500]	 Average training and validation loss: 2.6110E-04 6.6307E-04	Time: 0.04s
Epoch [402/500]	 Average training and validation loss: 2.6075E-04 6.6314E-04	Time: 0.04s
Epoch [403/500]	 Average training and validation loss: 2.6041E-04 6.6324E-04	Time: 0.04s
Epoch [404/500]	 Average training and validation loss: 2.6007E-04 6.6338E-04	Time: 0.04s
Epoch [405/500]	 Average training and validation loss: 2.5973E-04 6.6350E-04	Time: 0.04s
Epoch [406/500]	 Average training and validation loss: 2.5939E-04 6.6363E-04	Time: 0.04s
Epoch [407/500]	 Average training and validation loss: 2.5906E-04 6.6376E-04	Time: 0.04s
Epoch [408/500]	 Average training and validation loss: 2.5872E-04 6.6386E-04	Time: 0.04s
Epoch [409/500]	 Average training and validation loss: 2.5838E-04 6.6398E-04	Time: 0.04s
Epoch [410/500]	 Average training and validation loss: 2.5805E-04 6.6410E-04	Time: 0.04s
Epoch [411/500]	 Average training and validation loss: 2.5771E-04 6.6423E-04	Time: 0.04s
Epoch [412/500]	 Average training and validation loss: 2.5738E-04 6.6434E-04	Time: 0.04s
Epoch [413/500]	 Average training and validation loss: 2.5705E-04 6.6444E-04	Time: 0.04s
Epoch [414/500]	 Average training and validation loss: 2.5672E-04 6.6456E-04	Time: 0.04s
Epoch [415/500]	 Average training and validation loss: 2.5638E-04 6.6469E-04	Time: 0.04s
Epoch [416/500]	 Average training and validation loss: 2.5606E-04 6.6479E-04	Time: 0.04s
Epoch [417/500]	 Average training and validation loss: 2.5573E-04 6.6489E-04	Time: 0.04s
Epoch [418/500]	 Average training and validation loss: 2.5540E-04 6.6503E-04	Time: 0.04s
Epoch [419/500]	 Average training and validation loss: 2.5507E-04 6.6515E-04	Time: 0.04s
Epoch [420/500]	 Average training and validation loss: 2.5474E-04 6.6523E-04	Time: 0.04s
Epoch [421/500]	 Average training and validation loss: 2.5441E-04 6.6530E-04	Time: 0.04s
Epoch [422/500]	 Average training and validation loss: 2.5409E-04 6.6542E-04	Time: 0.04s
Epoch [423/500]	 Average training and validation loss: 2.5376E-04 6.6552E-04	Time: 0.04s
Epoch [424/500]	 Average training and validation loss: 2.5343E-04 6.6562E-04	Time: 0.04s
Epoch [425/500]	 Average training and validation loss: 2.5310E-04 6.6574E-04	Time: 0.04s
Epoch [426/500]	 Average training and validation loss: 2.5278E-04 6.6585E-04	Time: 0.04s
Epoch [427/500]	 Average training and validation loss: 2.5246E-04 6.6593E-04	Time: 0.04s
Epoch [428/500]	 Average training and validation loss: 2.5213E-04 6.6604E-04	Time: 0.04s
Epoch [429/500]	 Average training and validation loss: 2.5180E-04 6.6615E-04	Time: 0.04s
Epoch [430/500]	 Average training and validation loss: 2.5149E-04 6.6626E-04	Time: 0.04s
Epoch [431/500]	 Average training and validation loss: 2.5117E-04 6.6641E-04	Time: 0.04s
Epoch [432/500]	 Average training and validation loss: 2.5084E-04 6.6655E-04	Time: 0.04s
Epoch [433/500]	 Average training and validation loss: 2.5052E-04 6.6663E-04	Time: 0.04s
Epoch [434/500]	 Average training and validation loss: 2.5021E-04 6.6673E-04	Time: 0.04s
Epoch [435/500]	 Average training and validation loss: 2.4989E-04 6.6683E-04	Time: 0.04s
Epoch [436/500]	 Average training and validation loss: 2.4957E-04 6.6690E-04	Time: 0.04s
Epoch [437/500]	 Average training and validation loss: 2.4926E-04 6.6698E-04	Time: 0.04s
Epoch [438/500]	 Average training and validation loss: 2.4894E-04 6.6707E-04	Time: 0.04s
Epoch [439/500]	 Average training and validation loss: 2.4863E-04 6.6719E-04	Time: 0.05s
Epoch [440/500]	 Average training and validation loss: 2.4832E-04 6.6730E-04	Time: 0.04s
Epoch [441/500]	 Average training and validation loss: 2.4800E-04 6.6739E-04	Time: 0.04s
Epoch [442/500]	 Average training and validation loss: 2.4769E-04 6.6752E-04	Time: 0.05s
Epoch [443/500]	 Average training and validation loss: 2.4738E-04 6.6766E-04	Time: 0.04s
Epoch [444/500]	 Average training and validation loss: 2.4707E-04 6.6777E-04	Time: 0.04s
Epoch [445/500]	 Average training and validation loss: 2.4676E-04 6.6785E-04	Time: 0.04s
Epoch [446/500]	 Average training and validation loss: 2.4645E-04 6.6793E-04	Time: 0.04s
Epoch [447/500]	 Average training and validation loss: 2.4614E-04 6.6805E-04	Time: 0.04s
Epoch [448/500]	 Average training and validation loss: 2.4584E-04 6.6815E-04	Time: 0.04s
Epoch [449/500]	 Average training and validation loss: 2.4553E-04 6.6826E-04	Time: 0.04s
Epoch [450/500]	 Average training and validation loss: 2.4522E-04 6.6836E-04	Time: 0.04s
Epoch [451/500]	 Average training and validation loss: 2.4492E-04 6.6848E-04	Time: 0.04s
Epoch [452/500]	 Average training and validation loss: 2.4461E-04 6.6856E-04	Time: 0.04s
Epoch [453/500]	 Average training and validation loss: 2.4431E-04 6.6865E-04	Time: 0.04s
Epoch [454/500]	 Average training and validation loss: 2.4401E-04 6.6877E-04	Time: 0.04s
Epoch [455/500]	 Average training and validation loss: 2.4370E-04 6.6888E-04	Time: 0.04s
Epoch [456/500]	 Average training and validation loss: 2.4341E-04 6.6896E-04	Time: 0.04s
Epoch [457/500]	 Average training and validation loss: 2.4311E-04 6.6904E-04	Time: 0.04s
Epoch [458/500]	 Average training and validation loss: 2.4281E-04 6.6914E-04	Time: 0.04s
Epoch [459/500]	 Average training and validation loss: 2.4251E-04 6.6925E-04	Time: 0.04s
Epoch [460/500]	 Average training and validation loss: 2.4221E-04 6.6938E-04	Time: 0.04s
Epoch [461/500]	 Average training and validation loss: 2.4191E-04 6.6947E-04	Time: 0.04s
Epoch [462/500]	 Average training and validation loss: 2.4161E-04 6.6957E-04	Time: 0.04s
Epoch [463/500]	 Average training and validation loss: 2.4131E-04 6.6968E-04	Time: 0.04s
Epoch [464/500]	 Average training and validation loss: 2.4102E-04 6.6980E-04	Time: 0.04s
Epoch [465/500]	 Average training and validation loss: 2.4072E-04 6.6994E-04	Time: 0.04s
Epoch [466/500]	 Average training and validation loss: 2.4043E-04 6.7004E-04	Time: 0.04s
Epoch [467/500]	 Average training and validation loss: 2.4014E-04 6.7014E-04	Time: 0.04s
Epoch [468/500]	 Average training and validation loss: 2.3984E-04 6.7026E-04	Time: 0.04s
Epoch [469/500]	 Average training and validation loss: 2.3954E-04 6.7040E-04	Time: 0.04s
Epoch [470/500]	 Average training and validation loss: 2.3925E-04 6.7049E-04	Time: 0.04s
Epoch [471/500]	 Average training and validation loss: 2.3896E-04 6.7058E-04	Time: 0.04s
Epoch [472/500]	 Average training and validation loss: 2.3867E-04 6.7071E-04	Time: 0.04s
Epoch [473/500]	 Average training and validation loss: 2.3837E-04 6.7084E-04	Time: 0.04s
Epoch [474/500]	 Average training and validation loss: 2.3808E-04 6.7097E-04	Time: 0.04s
Epoch [475/500]	 Average training and validation loss: 2.3779E-04 6.7108E-04	Time: 0.04s
Epoch [476/500]	 Average training and validation loss: 2.3750E-04 6.7119E-04	Time: 0.04s
Epoch [477/500]	 Average training and validation loss: 2.3722E-04 6.7131E-04	Time: 0.04s
Epoch [478/500]	 Average training and validation loss: 2.3692E-04 6.7142E-04	Time: 0.04s
Epoch [479/500]	 Average training and validation loss: 2.3663E-04 6.7150E-04	Time: 0.04s
Epoch [480/500]	 Average training and validation loss: 2.3635E-04 6.7162E-04	Time: 0.04s
Epoch [481/500]	 Average training and validation loss: 2.3606E-04 6.7176E-04	Time: 0.04s
Epoch [482/500]	 Average training and validation loss: 2.3577E-04 6.7187E-04	Time: 0.04s
Epoch [483/500]	 Average training and validation loss: 2.3548E-04 6.7199E-04	Time: 0.04s
Epoch [484/500]	 Average training and validation loss: 2.3520E-04 6.7211E-04	Time: 0.04s
Epoch [485/500]	 Average training and validation loss: 2.3491E-04 6.7218E-04	Time: 0.04s
Epoch [486/500]	 Average training and validation loss: 2.3463E-04 6.7230E-04	Time: 0.04s
Epoch [487/500]	 Average training and validation loss: 2.3434E-04 6.7244E-04	Time: 0.05s
Epoch [488/500]	 Average training and validation loss: 2.3405E-04 6.7255E-04	Time: 0.04s
Epoch [489/500]	 Average training and validation loss: 2.3377E-04 6.7266E-04	Time: 0.04s
Epoch [490/500]	 Average training and validation loss: 2.3348E-04 6.7282E-04	Time: 0.04s
Epoch [491/500]	 Average training and validation loss: 2.3320E-04 6.7293E-04	Time: 0.04s
Epoch [492/500]	 Average training and validation loss: 2.3291E-04 6.7300E-04	Time: 0.04s
Epoch [493/500]	 Average training and validation loss: 2.3262E-04 6.7312E-04	Time: 0.04s
Epoch [494/500]	 Average training and validation loss: 2.3234E-04 6.7325E-04	Time: 0.04s
Epoch [495/500]	 Average training and validation loss: 2.3206E-04 6.7338E-04	Time: 0.04s
Epoch [496/500]	 Average training and validation loss: 2.3178E-04 6.7348E-04	Time: 0.04s
Epoch [497/500]	 Average training and validation loss: 2.3149E-04 6.7358E-04	Time: 0.04s
Epoch [498/500]	 Average training and validation loss: 2.3121E-04 6.7373E-04	Time: 0.04s
Epoch [499/500]	 Average training and validation loss: 2.3092E-04 6.7384E-04	Time: 0.04s
Epoch [500/500]	 Average training and validation loss: 2.3064E-04 6.7393E-04	Time: 0.04s
Training Time 25.4177
Test Loss 0.0006

Training best epoch: 500	Training minimum loss: 2.306E-04
Validate best epoch: 312	Validate minimum loss: 6.567E-04
