The path of the results is all_sites\CNN_HPO
Basic_3inp model is applied
Learning rate is 0.001400
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       688
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       3,616
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       14,400
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       1,442,816
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      524,800
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      455,031
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      664
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      5,264
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      10,512
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      1,639,424
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      524,800
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      455,031
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 9,941,672
Non-trainable params: 0
=================================================================
Epoch [1/1000]	 Average training and validation loss: 2.5381E-02 7.7328E-03	Time: 13.01s
Epoch [240/1000]	 Average training and validation loss: 4.0753E-04 5.3749E-04	Time: 10.57s
Epoch [241/1000]	 Average training and validation loss: 4.1408E-04 5.3267E-04	Time: 10.56s
Epoch [242/1000]	 Average training and validation loss: 4.1166E-04 5.5344E-04	Time: 10.68s
Epoch [243/1000]	 Average training and validation loss: 4.1551E-04 5.8036E-04	Time: 10.57s
Epoch [244/1000]	 Average training and validation loss: 4.2301E-04 6.8374E-04	Time: 10.65s
Epoch [245/1000]	 Average training and validation loss: 4.2345E-04 5.6032E-04	Time: 10.57s
Epoch [246/1000]	 Average training and validation loss: 4.1355E-04 5.2335E-04	Time: 10.56s
Epoch [247/1000]	 Average training and validation loss: 3.9752E-04 5.1719E-04	Time: 10.69s
Epoch [248/1000]	 Average training and validation loss: 3.8594E-04 5.2344E-04	Time: 10.57s
Epoch [249/1000]	 Average training and validation loss: 3.7896E-04 5.3003E-04	Time: 10.65s
Epoch [250/1000]	 Average training and validation loss: 3.7203E-04 5.1877E-04	Time: 10.58s
Epoch [251/1000]	 Average training and validation loss: 3.6606E-04 5.0928E-04	Time: 10.67s
Epoch [252/1000]	 Average training and validation loss: 3.6150E-04 5.0387E-04	Time: 10.58s
Epoch [253/1000]	 Average training and validation loss: 3.5809E-04 5.0084E-04	Time: 10.66s
Epoch [254/1000]	 Average training and validation loss: 3.5725E-04 5.0233E-04	Time: 10.57s
Epoch [255/1000]	 Average training and validation loss: 3.6594E-04 5.0664E-04	Time: 10.66s
Epoch [256/1000]	 Average training and validation loss: 3.6134E-04 5.1124E-04	Time: 10.57s
Epoch [257/1000]	 Average training and validation loss: 3.5675E-04 5.0712E-04	Time: 10.65s
Epoch [258/1000]	 Average training and validation loss: 3.5415E-04 5.0830E-04	Time: 10.59s
Epoch [259/1000]	 Average training and validation loss: 3.6867E-04 5.3881E-04	Time: 10.56s
Epoch [260/1000]	 Average training and validation loss: 3.9391E-04 5.3966E-04	Time: 10.64s
Epoch [261/1000]	 Average training and validation loss: 3.7972E-04 5.8979E-04	Time: 10.64s
Epoch [262/1000]	 Average training and validation loss: 3.8718E-04 5.2391E-04	Time: 10.55s
Epoch [263/1000]	 Average training and validation loss: 3.8715E-04 5.1507E-04	Time: 10.57s
Epoch [264/1000]	 Average training and validation loss: 3.8393E-04 5.3487E-04	Time: 10.56s
Epoch [265/1000]	 Average training and validation loss: 4.1647E-04 5.3648E-04	Time: 10.62s
Epoch [266/1000]	 Average training and validation loss: 3.9178E-04 5.6543E-04	Time: 10.60s
Epoch [267/1000]	 Average training and validation loss: 4.1318E-04 5.4299E-04	Time: 10.54s
Epoch [268/1000]	 Average training and validation loss: 4.0967E-04 5.6224E-04	Time: 10.53s
Epoch [269/1000]	 Average training and validation loss: 3.9162E-04 5.3206E-04	Time: 10.64s
Epoch [270/1000]	 Average training and validation loss: 3.8614E-04 5.2465E-04	Time: 10.51s
Epoch [271/1000]	 Average training and validation loss: 3.9092E-04 5.3683E-04	Time: 10.60s
Epoch [272/1000]	 Average training and validation loss: 3.8092E-04 5.3935E-04	Time: 10.53s
Epoch [273/1000]	 Average training and validation loss: 3.6916E-04 5.3149E-04	Time: 10.56s
Epoch [274/1000]	 Average training and validation loss: 3.6358E-04 5.2412E-04	Time: 10.57s
Epoch [275/1000]	 Average training and validation loss: 3.6096E-04 5.2192E-04	Time: 10.59s
Epoch [276/1000]	 Average training and validation loss: 3.6074E-04 5.2052E-04	Time: 10.64s
Epoch [277/1000]	 Average training and validation loss: 3.6900E-04 5.4347E-04	Time: 10.54s
Epoch [278/1000]	 Average training and validation loss: 3.7749E-04 5.5792E-04	Time: 10.54s
Epoch [279/1000]	 Average training and validation loss: 3.9909E-04 6.5923E-04	Time: 10.52s
Epoch [280/1000]	 Average training and validation loss: 4.0972E-04 5.6213E-04	Time: 10.62s
Epoch [281/1000]	 Average training and validation loss: 4.2913E-04 5.7717E-04	Time: 10.65s
Epoch [282/1000]	 Average training and validation loss: 4.0450E-04 5.3699E-04	Time: 10.54s
Epoch [283/1000]	 Average training and validation loss: 3.8259E-04 5.4584E-04	Time: 10.55s
Epoch [284/1000]	 Average training and validation loss: 3.7797E-04 5.5670E-04	Time: 10.56s
Epoch [285/1000]	 Average training and validation loss: 3.7684E-04 5.4005E-04	Time: 10.62s
Epoch [286/1000]	 Average training and validation loss: 3.7147E-04 5.2737E-04	Time: 10.62s
Epoch [287/1000]	 Average training and validation loss: 3.6855E-04 5.2214E-04	Time: 10.53s
Epoch [288/1000]	 Average training and validation loss: 3.7322E-04 5.2580E-04	Time: 10.53s
Epoch [289/1000]	 Average training and validation loss: 3.9688E-04 5.6212E-04	Time: 10.56s
Epoch [290/1000]	 Average training and validation loss: 4.0843E-04 6.1592E-04	Time: 10.62s
Epoch [291/1000]	 Average training and validation loss: 4.2271E-04 6.7010E-04	Time: 10.61s
Epoch [292/1000]	 Average training and validation loss: 4.2805E-04 6.0724E-04	Time: 10.55s
Epoch [293/1000]	 Average training and validation loss: 4.3127E-04 5.5848E-04	Time: 10.54s
Epoch [294/1000]	 Average training and validation loss: 3.8026E-04 5.8721E-04	Time: 10.53s
Epoch [295/1000]	 Average training and validation loss: 3.8427E-04 5.8997E-04	Time: 10.62s
Epoch [296/1000]	 Average training and validation loss: 3.9489E-04 5.5068E-04	Time: 10.63s
Epoch [297/1000]	 Average training and validation loss: 4.1879E-04 5.7691E-04	Time: 10.54s
Epoch [298/1000]	 Average training and validation loss: 4.0587E-04 6.0965E-04	Time: 10.55s
Epoch [299/1000]	 Average training and validation loss: 3.6967E-04 5.5965E-04	Time: 10.55s
Epoch [300/1000]	 Average training and validation loss: 3.5123E-04 5.3383E-04	Time: 10.59s
Epoch [301/1000]	 Average training and validation loss: 3.4212E-04 5.2677E-04	Time: 10.50s
Epoch [302/1000]	 Average training and validation loss: 3.3803E-04 5.2274E-04	Time: 10.64s
Epoch [303/1000]	 Average training and validation loss: 3.3548E-04 5.2151E-04	Time: 10.57s
Epoch [304/1000]	 Average training and validation loss: 3.3294E-04 5.2092E-04	Time: 10.60s
Epoch [305/1000]	 Average training and validation loss: 3.3138E-04 5.2206E-04	Time: 10.51s
Epoch [306/1000]	 Average training and validation loss: 3.2999E-04 5.2281E-04	Time: 10.64s
Epoch [307/1000]	 Average training and validation loss: 3.2975E-04 5.2769E-04	Time: 10.54s
Epoch [308/1000]	 Average training and validation loss: 3.3028E-04 5.3081E-04	Time: 10.56s
Epoch [309/1000]	 Average training and validation loss: 3.3211E-04 5.2443E-04	Time: 10.62s
Epoch [310/1000]	 Average training and validation loss: 3.3645E-04 5.2578E-04	Time: 10.64s
Epoch [311/1000]	 Average training and validation loss: 3.4107E-04 5.4205E-04	Time: 10.55s
Epoch [312/1000]	 Average training and validation loss: 3.5044E-04 5.4819E-04	Time: 10.52s
Epoch [313/1000]	 Average training and validation loss: 3.7387E-04 5.4646E-04	Time: 10.54s
Epoch [314/1000]	 Average training and validation loss: 3.8025E-04 5.3039E-04	Time: 10.65s
Epoch [315/1000]	 Average training and validation loss: 3.5856E-04 5.5516E-04	Time: 10.63s
Epoch [316/1000]	 Average training and validation loss: 3.4954E-04 5.3461E-04	Time: 10.55s
Epoch [317/1000]	 Average training and validation loss: 3.6719E-04 6.7915E-04	Time: 10.55s
Epoch [318/1000]	 Average training and validation loss: 3.9641E-04 5.7041E-04	Time: 10.64s
Epoch [319/1000]	 Average training and validation loss: 3.5429E-04 5.3660E-04	Time: 10.52s
Epoch [320/1000]	 Average training and validation loss: 3.4732E-04 5.4997E-04	Time: 10.62s
Epoch [321/1000]	 Average training and validation loss: 3.6073E-04 5.7122E-04	Time: 10.53s
Epoch [322/1000]	 Average training and validation loss: 3.8622E-04 6.6350E-04	Time: 10.54s
Epoch [323/1000]	 Average training and validation loss: 3.9415E-04 5.8794E-04	Time: 10.55s
Epoch [324/1000]	 Average training and validation loss: 3.8591E-04 5.7647E-04	Time: 10.60s
Epoch [325/1000]	 Average training and validation loss: 3.7761E-04 5.4044E-04	Time: 10.63s
Epoch [326/1000]	 Average training and validation loss: 3.7322E-04 5.4666E-04	Time: 10.55s
Epoch [327/1000]	 Average training and validation loss: 3.7826E-04 5.5397E-04	Time: 10.56s
Epoch [328/1000]	 Average training and validation loss: 3.8589E-04 5.5561E-04	Time: 10.55s
Epoch [329/1000]	 Average training and validation loss: 3.8574E-04 5.4843E-04	Time: 10.65s
Epoch [330/1000]	 Average training and validation loss: 3.9383E-04 6.5278E-04	Time: 10.62s
Epoch [331/1000]	 Average training and validation loss: 4.1263E-04 5.7059E-04	Time: 10.55s
Epoch [332/1000]	 Average training and validation loss: 3.7681E-04 5.3153E-04	Time: 10.56s
Epoch [333/1000]	 Average training and validation loss: 3.7798E-04 5.8247E-04	Time: 10.55s
Epoch [334/1000]	 Average training and validation loss: 3.8887E-04 6.3297E-04	Time: 10.63s
Epoch [335/1000]	 Average training and validation loss: 3.9876E-04 5.8640E-04	Time: 10.61s
Epoch [336/1000]	 Average training and validation loss: 3.9316E-04 6.0503E-04	Time: 10.53s
Epoch [337/1000]	 Average training and validation loss: 3.8619E-04 5.6066E-04	Time: 10.54s
Epoch [338/1000]	 Average training and validation loss: 3.7153E-04 5.6176E-04	Time: 10.53s
Epoch [339/1000]	 Average training and validation loss: 3.5997E-04 5.6743E-04	Time: 10.63s
Epoch [340/1000]	 Average training and validation loss: 3.5707E-04 5.4934E-04	Time: 10.65s
Epoch [341/1000]	 Average training and validation loss: 3.5458E-04 5.6133E-04	Time: 10.56s
Epoch [342/1000]	 Average training and validation loss: 3.5488E-04 5.6221E-04	Time: 10.55s
Epoch [343/1000]	 Average training and validation loss: 3.5044E-04 5.4630E-04	Time: 10.55s
Epoch [344/1000]	 Average training and validation loss: 3.4186E-04 5.4643E-04	Time: 10.63s
Epoch [345/1000]	 Average training and validation loss: 3.3768E-04 5.4433E-04	Time: 10.61s
Epoch [346/1000]	 Average training and validation loss: 3.3482E-04 5.5043E-04	Time: 10.55s
Epoch [347/1000]	 Average training and validation loss: 3.3314E-04 5.4872E-04	Time: 10.55s
Epoch [348/1000]	 Average training and validation loss: 3.3484E-04 5.5873E-04	Time: 10.55s
Epoch [349/1000]	 Average training and validation loss: 3.3624E-04 5.7217E-04	Time: 10.59s
Epoch [350/1000]	 Average training and validation loss: 3.4091E-04 5.8937E-04	Time: 10.65s
Epoch [351/1000]	 Average training and validation loss: 3.5239E-04 5.7590E-04	Time: 10.56s
Epoch [352/1000]	 Average training and validation loss: 3.8759E-04 5.9902E-04	Time: 10.51s
Epoch [353/1000]	 Average training and validation loss: 3.7852E-04 5.7829E-04	Time: 10.52s
Epoch [354/1000]	 Average training and validation loss: 3.5090E-04 5.6849E-04	Time: 10.62s
Epoch [355/1000]	 Average training and validation loss: 3.5128E-04 6.1204E-04	Time: 10.53s
Epoch [356/1000]	 Average training and validation loss: 3.9939E-04 7.0852E-04	Time: 10.63s
Epoch [357/1000]	 Average training and validation loss: 3.9228E-04 5.7343E-04	Time: 10.56s
Epoch [358/1000]	 Average training and validation loss: 3.7104E-04 5.8083E-04	Time: 10.53s
Epoch [359/1000]	 Average training and validation loss: 3.6907E-04 5.7691E-04	Time: 10.61s
Epoch [360/1000]	 Average training and validation loss: 3.7533E-04 5.8415E-04	Time: 10.57s
Epoch [361/1000]	 Average training and validation loss: 3.8959E-04 5.8894E-04	Time: 10.63s
Epoch [362/1000]	 Average training and validation loss: 4.0614E-04 6.0990E-04	Time: 10.53s
Epoch [363/1000]	 Average training and validation loss: 3.9203E-04 5.4552E-04	Time: 10.53s
Epoch [364/1000]	 Average training and validation loss: 3.6403E-04 5.8495E-04	Time: 10.62s
Epoch [365/1000]	 Average training and validation loss: 3.6104E-04 5.8045E-04	Time: 10.65s
Epoch [366/1000]	 Average training and validation loss: 3.6509E-04 5.6691E-04	Time: 10.55s
Epoch [367/1000]	 Average training and validation loss: 3.6609E-04 5.8797E-04	Time: 10.57s
Epoch [368/1000]	 Average training and validation loss: 3.6031E-04 6.0851E-04	Time: 10.54s
Epoch [369/1000]	 Average training and validation loss: 3.5943E-04 5.9316E-04	Time: 10.62s
Epoch [370/1000]	 Average training and validation loss: 3.5565E-04 5.7871E-04	Time: 10.55s
Epoch [371/1000]	 Average training and validation loss: 3.5017E-04 5.8219E-04	Time: 10.62s
Epoch [372/1000]	 Average training and validation loss: 3.4753E-04 6.0304E-04	Time: 10.53s
Epoch [373/1000]	 Average training and validation loss: 3.5244E-04 6.3468E-04	Time: 10.56s
Epoch [374/1000]	 Average training and validation loss: 3.8328E-04 6.8379E-04	Time: 10.61s
Epoch [375/1000]	 Average training and validation loss: 4.1838E-04 6.1392E-04	Time: 10.52s
Epoch [376/1000]	 Average training and validation loss: 3.8269E-04 5.5343E-04	Time: 10.62s
Epoch [377/1000]	 Average training and validation loss: 3.5624E-04 5.5514E-04	Time: 10.53s
Epoch [378/1000]	 Average training and validation loss: 3.4804E-04 5.5786E-04	Time: 10.56s
Epoch [379/1000]	 Average training and validation loss: 3.3864E-04 5.5715E-04	Time: 10.61s
Epoch [380/1000]	 Average training and validation loss: 3.3348E-04 5.5580E-04	Time: 10.55s
Epoch [381/1000]	 Average training and validation loss: 3.3092E-04 5.5535E-04	Time: 10.59s
Epoch [382/1000]	 Average training and validation loss: 3.2989E-04 5.6150E-04	Time: 10.55s
Epoch [383/1000]	 Average training and validation loss: 3.2858E-04 5.7574E-04	Time: 10.54s
Epoch [384/1000]	 Average training and validation loss: 3.2677E-04 5.7198E-04	Time: 10.63s
Epoch [385/1000]	 Average training and validation loss: 3.2347E-04 5.6319E-04	Time: 10.53s
Epoch [386/1000]	 Average training and validation loss: 3.2231E-04 5.5990E-04	Time: 10.63s
Epoch [387/1000]	 Average training and validation loss: 3.2368E-04 5.5824E-04	Time: 10.54s
Epoch [388/1000]	 Average training and validation loss: 3.2738E-04 5.6076E-04	Time: 10.57s
Epoch [389/1000]	 Average training and validation loss: 3.3061E-04 5.5764E-04	Time: 10.63s
Epoch [390/1000]	 Average training and validation loss: 3.3560E-04 5.5005E-04	Time: 10.55s
Epoch [391/1000]	 Average training and validation loss: 3.3333E-04 5.6916E-04	Time: 10.64s
Epoch [392/1000]	 Average training and validation loss: 3.4320E-04 5.6142E-04	Time: 10.54s
Epoch [393/1000]	 Average training and validation loss: 3.7048E-04 6.5097E-04	Time: 10.56s
Epoch [394/1000]	 Average training and validation loss: 4.1024E-04 6.0561E-04	Time: 10.61s
Epoch [395/1000]	 Average training and validation loss: 3.6200E-04 5.5854E-04	Time: 10.56s
Epoch [396/1000]	 Average training and validation loss: 3.4667E-04 5.6021E-04	Time: 10.64s
Epoch [397/1000]	 Average training and validation loss: 3.4359E-04 5.7554E-04	Time: 10.54s
Epoch [398/1000]	 Average training and validation loss: 3.5601E-04 5.8179E-04	Time: 10.49s
Epoch [399/1000]	 Average training and validation loss: 3.7912E-04 5.7785E-04	Time: 10.64s
Epoch [400/1000]	 Average training and validation loss: 3.8218E-04 6.8662E-04	Time: 10.51s
Epoch [401/1000]	 Average training and validation loss: 3.8515E-04 5.9485E-04	Time: 10.59s
Epoch [402/1000]	 Average training and validation loss: 3.9306E-04 5.7567E-04	Time: 10.51s
Epoch [403/1000]	 Average training and validation loss: 3.6659E-04 5.7266E-04	Time: 10.65s
Epoch [404/1000]	 Average training and validation loss: 3.4187E-04 5.5961E-04	Time: 10.78s
Epoch [405/1000]	 Average training and validation loss: 3.3162E-04 5.7130E-04	Time: 10.68s
Epoch [406/1000]	 Average training and validation loss: 3.3160E-04 5.9685E-04	Time: 10.79s
Epoch [407/1000]	 Average training and validation loss: 3.3735E-04 6.1607E-04	Time: 10.67s
Epoch [408/1000]	 Average training and validation loss: 3.3865E-04 6.1409E-04	Time: 10.66s
Epoch [409/1000]	 Average training and validation loss: 3.3862E-04 6.1145E-04	Time: 10.76s
Epoch [410/1000]	 Average training and validation loss: 3.4210E-04 6.1588E-04	Time: 10.67s
Epoch [411/1000]	 Average training and validation loss: 3.4065E-04 5.9228E-04	Time: 10.75s
Epoch [412/1000]	 Average training and validation loss: 3.3147E-04 6.1620E-04	Time: 10.67s
Epoch [413/1000]	 Average training and validation loss: 3.2735E-04 6.3073E-04	Time: 10.66s
Epoch [414/1000]	 Average training and validation loss: 3.3059E-04 6.2053E-04	Time: 10.75s
Epoch [415/1000]	 Average training and validation loss: 3.3729E-04 5.9981E-04	Time: 10.68s
Epoch [416/1000]	 Average training and validation loss: 3.3770E-04 6.2588E-04	Time: 10.75s
Epoch [417/1000]	 Average training and validation loss: 3.5230E-04 6.2611E-04	Time: 10.73s
Epoch [418/1000]	 Average training and validation loss: 3.6572E-04 6.3685E-04	Time: 10.63s
Epoch [419/1000]	 Average training and validation loss: 3.9281E-04 6.1057E-04	Time: 10.66s
Epoch [420/1000]	 Average training and validation loss: 4.1822E-04 6.3993E-04	Time: 10.56s
Epoch [421/1000]	 Average training and validation loss: 4.8071E-04 7.7480E-04	Time: 10.64s
Epoch [422/1000]	 Average training and validation loss: 3.9706E-04 7.2212E-04	Time: 10.64s
Epoch [423/1000]	 Average training and validation loss: 3.6284E-04 7.3080E-04	Time: 10.79s
Epoch [424/1000]	 Average training and validation loss: 3.5422E-04 7.2704E-04	Time: 10.93s
Epoch [425/1000]	 Average training and validation loss: 3.5638E-04 6.5773E-04	Time: 10.81s
Epoch [426/1000]	 Average training and validation loss: 3.5051E-04 6.2236E-04	Time: 10.92s
Epoch [427/1000]	 Average training and validation loss: 3.4520E-04 6.1071E-04	Time: 10.82s
Epoch [428/1000]	 Average training and validation loss: 3.4716E-04 6.1603E-04	Time: 10.80s
Epoch [429/1000]	 Average training and validation loss: 3.5307E-04 5.9568E-04	Time: 10.91s
Epoch [430/1000]	 Average training and validation loss: 3.5486E-04 6.3201E-04	Time: 10.84s
Epoch [431/1000]	 Average training and validation loss: 3.5619E-04 6.4034E-04	Time: 10.91s
Epoch [432/1000]	 Average training and validation loss: 3.6335E-04 6.7014E-04	Time: 10.81s
Epoch [433/1000]	 Average training and validation loss: 3.8013E-04 7.5858E-04	Time: 10.81s
Epoch [434/1000]	 Average training and validation loss: 4.0294E-04 8.2920E-04	Time: 10.91s
Epoch [435/1000]	 Average training and validation loss: 4.0128E-04 5.7517E-04	Time: 10.82s
Epoch [436/1000]	 Average training and validation loss: 3.8740E-04 5.8436E-04	Time: 10.89s
Epoch [437/1000]	 Average training and validation loss: 3.6690E-04 5.7101E-04	Time: 10.82s
Epoch [438/1000]	 Average training and validation loss: 3.4423E-04 5.9044E-04	Time: 10.82s
Epoch [439/1000]	 Average training and validation loss: 3.3461E-04 6.1236E-04	Time: 10.92s
Epoch [440/1000]	 Average training and validation loss: 3.3258E-04 6.4095E-04	Time: 10.76s
Epoch [441/1000]	 Average training and validation loss: 3.3451E-04 6.2771E-04	Time: 10.76s
Epoch [442/1000]	 Average training and validation loss: 3.3585E-04 6.4044E-04	Time: 10.79s
Epoch [443/1000]	 Average training and validation loss: 3.3466E-04 6.3690E-04	Time: 10.83s
Epoch [444/1000]	 Average training and validation loss: 3.3257E-04 6.2727E-04	Time: 10.94s
Epoch [445/1000]	 Average training and validation loss: 3.3136E-04 6.3700E-04	Time: 10.83s
Epoch [446/1000]	 Average training and validation loss: 3.3253E-04 6.3726E-04	Time: 10.92s
Epoch [447/1000]	 Average training and validation loss: 3.3343E-04 6.3898E-04	Time: 10.81s
Epoch [448/1000]	 Average training and validation loss: 3.3448E-04 6.3518E-04	Time: 10.79s
Epoch [449/1000]	 Average training and validation loss: 3.3442E-04 6.1670E-04	Time: 10.92s
Epoch [450/1000]	 Average training and validation loss: 3.3775E-04 6.0407E-04	Time: 10.81s
Epoch [451/1000]	 Average training and validation loss: 3.4162E-04 6.1176E-04	Time: 10.91s
Epoch [452/1000]	 Average training and validation loss: 3.4937E-04 6.0300E-04	Time: 10.81s
Epoch [453/1000]	 Average training and validation loss: 3.5230E-04 7.3917E-04	Time: 10.80s
Epoch [454/1000]	 Average training and validation loss: 4.0908E-04 6.6440E-04	Time: 10.92s
Epoch [455/1000]	 Average training and validation loss: 4.1102E-04 7.7419E-04	Time: 10.77s
Epoch [456/1000]	 Average training and validation loss: 3.9688E-04 6.9550E-04	Time: 10.90s
Epoch [457/1000]	 Average training and validation loss: 3.7117E-04 6.0307E-04	Time: 10.77s
Epoch [458/1000]	 Average training and validation loss: 3.5408E-04 5.8550E-04	Time: 10.67s
Epoch [459/1000]	 Average training and validation loss: 3.4948E-04 5.7307E-04	Time: 10.81s
Epoch [460/1000]	 Average training and validation loss: 3.4699E-04 5.7720E-04	Time: 10.74s
Epoch [461/1000]	 Average training and validation loss: 3.4669E-04 5.8902E-04	Time: 10.73s
Epoch [462/1000]	 Average training and validation loss: 3.4189E-04 5.7884E-04	Time: 10.67s
Epoch [463/1000]	 Average training and validation loss: 3.3936E-04 5.9253E-04	Time: 10.68s
Epoch [464/1000]	 Average training and validation loss: 3.4059E-04 6.0320E-04	Time: 10.76s
Epoch [465/1000]	 Average training and validation loss: 3.4144E-04 6.0149E-04	Time: 10.69s
Epoch [466/1000]	 Average training and validation loss: 3.3924E-04 5.8738E-04	Time: 10.71s
Epoch [467/1000]	 Average training and validation loss: 3.3486E-04 5.9192E-04	Time: 10.64s
Epoch [468/1000]	 Average training and validation loss: 3.3253E-04 6.1317E-04	Time: 10.62s
Epoch [469/1000]	 Average training and validation loss: 3.3163E-04 6.1862E-04	Time: 10.70s
Epoch [470/1000]	 Average training and validation loss: 3.3456E-04 6.0362E-04	Time: 10.63s
Epoch [471/1000]	 Average training and validation loss: 3.3847E-04 6.0206E-04	Time: 10.76s
Epoch [472/1000]	 Average training and validation loss: 3.4599E-04 5.8977E-04	Time: 10.70s
Epoch [473/1000]	 Average training and validation loss: 3.7703E-04 6.0527E-04	Time: 10.68s
Epoch [474/1000]	 Average training and validation loss: 3.8181E-04 8.5721E-04	Time: 10.78s
Epoch [475/1000]	 Average training and validation loss: 3.5817E-04 8.1341E-04	Time: 10.68s
Epoch [476/1000]	 Average training and validation loss: 3.6006E-04 6.8519E-04	Time: 10.80s
Epoch [477/1000]	 Average training and validation loss: 3.7610E-04 6.3263E-04	Time: 10.79s
Epoch [478/1000]	 Average training and validation loss: 4.0317E-04 6.2748E-04	Time: 10.79s
Epoch [479/1000]	 Average training and validation loss: 3.9453E-04 7.3725E-04	Time: 10.63s
Epoch [480/1000]	 Average training and validation loss: 4.1032E-04 6.5060E-04	Time: 10.55s
Epoch [481/1000]	 Average training and validation loss: 3.5912E-04 6.6511E-04	Time: 10.65s
Epoch [482/1000]	 Average training and validation loss: 3.5640E-04 6.6937E-04	Time: 10.54s
Epoch [483/1000]	 Average training and validation loss: 3.5687E-04 6.6119E-04	Time: 10.54s
Epoch [484/1000]	 Average training and validation loss: 3.4863E-04 6.6544E-04	Time: 10.64s
Epoch [485/1000]	 Average training and validation loss: 3.4191E-04 6.2680E-04	Time: 10.64s
Epoch [486/1000]	 Average training and validation loss: 3.3955E-04 6.1158E-04	Time: 10.65s
Epoch [487/1000]	 Average training and validation loss: 3.4294E-04 6.2110E-04	Time: 10.54s
Epoch [488/1000]	 Average training and validation loss: 3.4707E-04 6.5929E-04	Time: 10.53s
Epoch [489/1000]	 Average training and validation loss: 3.5381E-04 6.1490E-04	Time: 10.65s
Epoch [490/1000]	 Average training and validation loss: 3.5188E-04 6.1655E-04	Time: 10.56s
Epoch [491/1000]	 Average training and validation loss: 3.4933E-04 6.9030E-04	Time: 10.63s
Epoch [492/1000]	 Average training and validation loss: 3.5081E-04 7.1461E-04	Time: 10.56s
Epoch [493/1000]	 Average training and validation loss: 3.5233E-04 6.9694E-04	Time: 10.53s
Epoch [494/1000]	 Average training and validation loss: 3.6037E-04 6.5224E-04	Time: 10.62s
Epoch [495/1000]	 Average training and validation loss: 3.7644E-04 5.9817E-04	Time: 10.53s
Epoch [496/1000]	 Average training and validation loss: 3.9896E-04 6.0787E-04	Time: 10.65s
Epoch [497/1000]	 Average training and validation loss: 3.9787E-04 6.3538E-04	Time: 10.55s
Epoch [498/1000]	 Average training and validation loss: 3.6686E-04 5.9973E-04	Time: 10.54s
Epoch [499/1000]	 Average training and validation loss: 3.3796E-04 6.2389E-04	Time: 10.54s
Epoch [500/1000]	 Average training and validation loss: 3.3060E-04 6.3470E-04	Time: 10.63s
Epoch [501/1000]	 Average training and validation loss: 3.2922E-04 6.2483E-04	Time: 10.62s
Epoch [502/1000]	 Average training and validation loss: 3.2954E-04 6.0880E-04	Time: 10.52s
Epoch [503/1000]	 Average training and validation loss: 3.2998E-04 6.0559E-04	Time: 10.53s
Epoch [504/1000]	 Average training and validation loss: 3.2930E-04 6.0629E-04	Time: 10.55s
Epoch [505/1000]	 Average training and validation loss: 3.2860E-04 6.1652E-04	Time: 10.63s
Epoch [506/1000]	 Average training and validation loss: 3.2559E-04 6.0473E-04	Time: 10.65s
Epoch [507/1000]	 Average training and validation loss: 3.1878E-04 5.8651E-04	Time: 10.51s
